Iteration,UserSide1_ns,BankSide_ns,UserSide2_ns
943,346322,370678,452823
944,343928,394454,452548
945,348040,377940,464745
946,352739,385880,463808
947,352868,388789,446186
948,361145,388765,478081
949,363670,394940,460342
950,361237,397958,460708
951,356126,383079,450379
952,344531,376292,469533
953,358831,384761,460289
954,355513,400210,465308
955,356463,434133,456622
956,353322,444167,606828
957,385982,422407,451520
958,362235,384489,455004
959,363745,379013,462719
960,358438,396227,474977
961,356461,386973,464595
962,353822,393738,461564
963,363844,384800,464272
964,351441,385041,475936
965,371770,389864,455814
966,359040,389813,472087
967,359469,389918,453720
968,467469,458764,458388
969,402398,381506,616958
970,385697,389805,455219
971,355875,376347,448976
972,340860,384200,474458
973,353369,382111,502276
974,363168,396299,456203
975,353256,383228,460483
976,347922,383164,449625
977,357501,378137,451577
978,345362,385495,464508
979,353340,385777,468293
980,354703,387600,455037
981,456486,467667,472142
982,363384,401868,469975
983,365160,384261,464985
984,358505,389917,463634
985,349273,386866,460498
986,363432,380180,460182
987,350144,387827,460824
988,367405,393195,457834
989,371104,378454,468830
990,351749,384361,526551
991,364247,398261,459702
992,359947,382316,467182
993,357100,387957,474342
994,409350,427737,465855
995,346818,381613,463249
996,349911,374796,448272
997,401165,409555,452536
998,346373,391690,473839
999,349019,376693,464734
1000,358781,387610,449788
1001,348502,387682,453177
1002,351309,377398,450053
1003,362327,403349,456087
1004,349988,389535,457163
1005,357844,376132,475055
1006,358957,388380,453079
1007,355895,392647,462360
1008,361010,379288,477031
1009,350588,381134,453962
1010,350744,398231,463443
1011,354951,390672,462809
1012,349111,379409,449837
1013,346965,397072,462576
1014,397531,455469,478240
1015,361957,388304,464745
1016,350548,381162,451797
1017,346262,389600,458933
1018,353297,379773,456611
1019,349933,375073,446139
1020,347458,382031,546822
1021,367258,386694,517489
1022,499524,427053,483389
1023,343869,387876,454854
1024,349115,375699,448929
1025,353764,376490,452895
1026,341805,367258,458030
1027,357925,382627,459033
1028,358096,383927,453992
1029,356469,394091,450433
1030,357928,403894,455351
1031,360952,391279,457590
1032,357828,382025,458871
1033,351628,384059,541338
1034,366225,383959,493523
1035,457156,411552,494913
1036,361265,394415,462384
1037,352225,381019,457243
1038,353133,432719,600862
1039,360380,384764,456582
1040,363610,375722,461679
1041,359186,383084,455420
1042,348975,383065,455146
1043,354458,378558,452911
1044,346340,403565,471015
1045,364593,387769,450580
1046,362726,403101,566442
1047,365327,385034,494919
1048,481358,411410,482384
1049,373792,381396,450570
1050,350366,394470,467512
1051,358590,388556,458256
1052,355523,397609,450722
1053,345660,392882,460904
1054,350468,380899,504662
1055,363053,391117,463943
1056,376131,405067,468847
1057,375167,403492,459741
1058,360994,384556,466280
1059,351569,382149,464851
1060,358181,393211,462882
1061,357899,385687,461885
1062,356232,401406,544788
