Iteration,Payee1_ns,Bank1_ns,Payee2_ns,Bank2_ns,Payee3_ns,Bank3_ns
596,2635493,6502931,653721,657946,743594,4797487
597,2650027,6503555,648036,672498,760812,4874246
598,2612841,6413148,637577,660323,741014,4753003
599,2678934,6536592,631077,661202,816334,4901867
600,2580971,6594524,639666,742961,730242,4939270
601,2660269,6656541,685643,653000,740501,4731569
602,2695369,6498742,645548,666052,752352,4799042
603,2605010,6627701,649217,653372,747824,5024792
604,2737376,6541253,660130,693612,762006,4906593
605,2688224,6708345,627296,648437,728975,4836485
606,2659517,6645244,645426,665622,737392,4816862
607,2653275,6417630,634471,651335,738432,4826445
608,2688588,6548883,641134,659432,747874,4725209
609,2835433,6657175,689863,663739,730660,5049582
610,2620023,6638478,641456,653595,752514,4740210
611,2659773,6696499,649912,669321,751934,4815903
612,2657041,6606725,664810,665753,773009,4855317
613,2644374,6575124,637487,655639,841528,4696689
614,2631411,6542430,634290,669994,808374,4826575
615,2601602,6431861,649520,671914,753596,5145448
616,2607895,6415637,649526,662716,759384,4773748
617,2703571,6531521,637276,673491,796182,4976742
618,2605545,6497695,642129,666188,752943,4906141
619,2628943,6687373,660143,660072,739239,4923259
620,2719972,6470630,648046,669473,755713,4964712
621,2649782,6537576,632143,660608,761960,4850368
622,2710442,6501150,670796,657097,751655,8344774
623,2682755,6485941,648535,698066,738874,5012746
624,2697358,6379783,638373,649906,747779,4908250
625,2569181,6496255,706696,688547,727970,4711259
626,2688184,6441583,633312,657276,763954,5127529
627,2591350,6389973,627739,660772,762700,4734113
628,2687958,6677490,680539,683981,758256,5018064
629,2675293,6478165,648152,649679,742799,4980815
630,2624363,6550092,641572,652739,743918,4910383
631,2692777,6441361,633875,663100,805035,5021924
632,2729989,6430541,647296,658738,738826,4827707
633,2694435,6452872,640822,654244,753002,5114702
634,2635408,6558282,633801,655719,755163,4944097
635,2762556,6779129,638245,658670,759314,9790325
636,2657642,6499490,637225,661198,748096,4853938
637,2646020,6629032,644653,663922,748132,5020580
638,2666758,6510613,772527,663309,746225,4868675
639,2687650,6655533,633614,651628,744717,7706188
640,2672498,6674668,645724,663907,751707,5082508
641,2664752,6438014,649407,696301,788680,4633697
642,2621309,6489847,629909,647941,745379,4978898
643,2654127,6638687,633721,661167,852264,4710112
644,2732060,6467390,632162,693117,741724,4765524
645,2628561,6528774,632755,663964,740411,4652856
646,2658741,6520279,660968,715595,747870,4898463
647,2624842,6593102,643071,688684,734240,4715190
648,2588125,6460188,664884,671779,770155,4750363
649,2768376,6403902,634012,643642,746992,4715741
650,2650326,6620558,654454,668566,750835,4663931
651,2654828,6628606,644470,692069,747532,4691907
652,2639000,6539548,648026,667381,746425,4658929
653,2744918,6430040,665320,679101,765167,4676972
654,2703962,6601158,639636,655746,746025,5035295
655,2645373,6540742,639308,664436,746026,4644527
656,2632008,6497034,633534,699158,755136,4705423
657,2646006,6449686,639334,657857,745345,4809278
658,2681316,6395285,654385,690691,756861,4619140
659,2627660,6489757,639129,660464,808717,4622260
660,2684534,6556329,711196,706838,740612,4715233
661,2727232,6483774,653658,765261,751673,4752065
662,2664613,6507428,649870,664292,758958,4772745
663,2606714,6623862,638928,679691,750780,6507744
664,2679693,6488926,652693,674028,772136,4783699
665,2667515,6569012,632325,655011,749155,4563456
666,2607816,6480170,647951,663799,759331,4833655
667,3082434,6471004,664139,664386,743777,5340804
668,2704958,6585336,640802,652641,755026,5059746
669,2652490,6547511,650026,650323,744260,5020021
670,2576247,6452941,677993,673103,750132,4661790
671,2623778,6632015,767312,650909,747608,4597414
672,2660359,6484007,660673,658435,783272,4572334
673,2638001,6474082,628339,646852,747216,4597658
674,2687070,6543123,684950,660674,747044,4728974
675,2659793,6635484,640912,654240,743277,4742526
676,2671799,6781739,639448,652878,753240,4753106
677,2632079,6452404,633627,659562,755784,4860503
678,2699905,6841102,693928,696012,745612,4830094
679,2660630,6473618,646730,649099,750471,4645689
680,2841184,6629470,657671,665593,739389,5012968
681,2777797,6544011,645742,663365,734948,5504046
682,2706823,6427551,671807,667769,740039,4837319
683,2659594,6608227,629370,659651,744943,4869775
684,2708499,6626724,631830,650179,743325,5135579
685,2736995,6697140,652260,790350,743104,5058171
686,2629936,6532032,650471,695336,737308,5133535
687,2878831,6669993,644702,661579,760186,5374848
688,2873717,6498270,643315,678564,755390,4892440
689,2635002,6692429,650629,676848,739644,5173104
690,2755865,6814688,646487,663322,750871,5041811
691,2675665,6615781,720366,802935,803995,5261951
692,2631068,6491957,655005,657648,748442,5164678
693,2715668,6508317,665034,714800,749125,4962376
694,2764619,6477757,657904,676133,746042,4974435
695,2722380,6673639,635932,677293,761806,4940000
696,2649577,6599771,669490,674415,741394,4952846
697,2716181,6533627,670926,697362,762645,5118836
698,2658340,6529653,637385,661641,744932,4930216
699,2816689,6407866,674602,703747,738719,4928523
700,2733736,6521067,631580,691537,731123,5241447
701,2619789,6589007,645258,677451,739975,5446279
702,2753707,6535594,649511,708908,735230,6678829
703,2701142,6729445,645534,749921,765517,5331904
704,2673156,6520374,628760,668300,744734,4971434
705,2669475,6719212,674714,683627,784958,5013274
706,2728786,6754775,644595,661063,751611,5141795
707,2701067,6873378,664698,657551,750813,4864618
708,2624487,6564959,647174,653968,739552,4552359
709,2645727,6633961,645707,668155,749247,4694115
710,2669886,6459154,652651,663915,763067,4740539
711,3205636,6480993,646517,660821,766839,4806898
712,2691302,6520715,636913,640542,750979,5121593
713,2656565,6436252,637574,663944,774140,4697027
714,2652376,6523082,637243,656129,779259,5036527
715,2673839,6476144,650643,660915,806512,4625827
716,2685098,6601383,645616,707246,745386,4728882
717,2646029,6486289,637884,669574,753166,4601104
718,2653474,6582074,659473,675947,740564,4614250
719,2667422,6449612,652423,658043,737483,4696788
720,2677542,6692057,648220,653857,746806,4701062
721,2699667,6423071,644325,665269,773339,4801701
722,2679078,6572757,643259,661732,749546,4684670
723,2672407,6610697,632750,662234,737844,5028148
724,2628502,6545935,644936,660939,751905,4772586
725,2702888,6531788,634334,680647,748564,4645952
726,2769696,6493885,671722,756512,763506,5212360
727,2714844,6470000,632500,667271,739641,4843943
728,2622591,6539608,637936,665010,756746,5141536
729,2630288,6407028,653266,668950,783421,4893733
730,2641875,6581252,640688,743077,747556,4702571
731,2709014,6589970,675334,650738,764910,4674929
732,2622641,6623249,637674,694978,733756,4740411
733,2642752,6489534,623236,651796,751145,4632388
734,2675031,6513891,646924,665621,737941,4909512
735,2631171,6504693,660110,661743,739904,4739897
736,2622800,6645164,648626,683627,742681,4936442
737,2677507,6616529,654746,668488,754392,4790373
738,2748427,6599961,659020,673007,761936,4675994
739,2738107,6575611,634122,677722,780098,4886370
740,2662505,6496525,666371,669662,762960,4627205
741,2584305,6569921,695913,677211,752374,4739080
742,2735305,6481734,628869,677733,747050,5050473
743,2621095,6533723,645704,653344,768847,5158624
744,2641362,6446432,647089,679140,762749,4777733
745,2613946,6485709,646710,660352,748664,4780462
746,2623801,6415998,750843,685448,745428,4784789
747,2618207,6533312,658881,657937,756614,4632384
748,2663088,6570721,638311,660089,730203,4582609
749,2653606,6682072,675376,684352,762450,4692995
750,2636631,6543554,679511,653226,750683,4739649
751,2640803,6593681,663930,646043,756064,4909771
752,2650482,6616271,646183,663206,742799,4673424
753,2895376,6533109,656114,657945,753418,4867377
754,2945941,6506061,644332,674121,757861,4880912
755,2767299,6517224,642208,663333,763448,4906674
756,2626765,6716784,641642,683385,745612,5020131
757,2632197,6462158,653376,707332,830202,4852553
758,2737098,6480869,652444,667037,749737,4858153
759,2730905,6522679,630584,726888,780251,4804801
760,2665646,6471927,653169,674119,749524,4912845
761,2682320,6458968,637949,668220,739098,4717276
762,2637147,6526673,682182,662495,740051,4717513
763,2678913,6490787,644450,659920,750333,4808424
764,2636324,6459963,656322,665757,750155,4729775
765,2723783,6560802,637196,654601,767435,6554353
766,2661509,6557714,644771,665789,751967,4746176
767,2738711,6490518,641739,658415,735863,4965193
768,2691414,6528437,654033,671782,758455,5018996
769,2679161,6486003,639380,648948,747716,4837498
770,2837551,6422777,668147,663795,747247,5003043
771,2671603,6502581,648956,673074,757211,4833349
772,2667511,6482696,667326,663869,754354,4895071
773,2653070,6532018,672093,669204,773602,4871953
774,2638425,6547548,635244,655287,754612,4872581
775,2663347,6510091,658002,669874,741072,4595893
776,2616690,6599799,662564,667924,762808,4828737
777,2606827,6456954,653983,664111,759562,4792810
778,2718504,6650182,641835,670720,750562,4756175
779,2729469,6606108,650439,666920,749534,4801859
780,2722226,6476088,656142,653077,732650,4821536
781,2621315,6456602,655492,668590,748501,4816128
782,2696429,6517821,638788,672904,799789,4942896
783,2671922,6438917,654088,715436,743710,4864466
784,2652139,6516625,640687,653851,876379,4804354
785,2641676,6510661,817682,671808,749777,4851438
786,2745712,6537344,655488,762984,787980,4988626
787,2700095,6467568,648299,670504,754381,4918927
788,2687667,6684682,669144,682997,758457,4952550
789,2735945,6679927,653604,674036,754096,5102180
790,2714703,6780760,667685,658077,750435,5179689
791,2675001,6499915,658865,690069,757612,4895879
792,2663820,6463328,626107,654995,747317,4874798
793,2631900,6576545,655983,684426,762000,4602591
794,2616713,6463035,631716,656828,776029,4827345
795,2680725,6458124,632962,659108,747153,4585496
796,2621238,6452365,638920,666553,762181,4659125
797,2640794,6698309,654813,659825,751763,4846142
798,2644700,6750672,639444,657612,753729,4790687
799,2641264,6633692,653717,669415,791754,5056044
800,2596593,6477147,655573,664507,740268,4879152
801,2679894,6557533,637508,665396,754095,4918882
802,2704322,6611613,657344,665871,750597,4710689
803,2681766,6527390,639051,660814,747413,4658359
804,2712370,6456554,654524,742004,737146,4772396
805,2674258,6487850,633912,654340,754163,5631226
806,2646699,6503963,638607,658455,757317,4828167
807,2674734,6445813,638304,678837,765837,5086921
808,2694529,6740002,659568,662866,747919,4883981
809,2709435,6524534,644999,831126,855954,4780113
810,2638493,6522831,721301,678345,754020,4585157
811,2725179,6639604,657194,670703,737485,4906232
812,2654573,6422681,670992,717468,747807,4600653
813,2674896,6540112,624823,652576,758837,4814954
814,2659390,6533643,637927,656084,759188,4717870
815,2741139,6613054,648187,663688,748925,4797616
816,2649139,7042030,638495,662769,750394,4844414
817,2657323,6397589,661039,660191,749767,4772121
818,2667838,6544634,754185,655810,745188,4738869
819,2694933,6513274,638187,673401,731443,4979892
820,2724883,6401508,625240,661639,752164,4787164
821,2676706,6532703,637026,656677,730042,5150828
822,2649720,6427504,644701,660521,834052,4855681
823,2640739,6470608,702681,1069897,774981,4675394
824,2622534,6575812,642540,684124,758361,4795482
825,2649426,6473956,646409,689785,757269,4736122
826,2665892,6735912,643097,666004,734059,4765093
827,2601093,6545011,646171,673275,757913,4799673
828,2671445,6663331,650928,664240,747688,4767447
829,2802646,6593705,657615,673353,760620,4956510
830,2665387,6497368,669021,655985,746627,4649223
831,2649529,6646535,641962,676165,738862,5060221
832,2986470,6516454,680994,682592,761343,5391594
833,2682348,6457674,636885,688636,746827,4755116
834,2643000,6622484,628934,649588,776939,4719141
835,2654323,6447831,694470,690774,740614,4628463
836,2644807,6594347,636077,685718,743353,4829367
837,2647643,6660424,645326,656023,759377,4685499
838,2674844,6495545,629118,683421,754180,4761460
839,2680812,6667445,625797,666685,735699,5004236
840,2634100,6588332,643140,664155,754338,4617957
841,2640672,6692617,657143,663086,767626,4839849
842,2612860,6582593,648881,652048,755585,4658195
843,2702648,6572637,668218,653794,744074,4635551
844,2683992,6502879,650995,673632,746995,4679482
845,2627724,6432673,627375,661071,733367,4766256
846,2660317,6377112,646598,656580,750232,4987035
847,2636840,6463042,637273,662171,759955,5057277
848,2607611,6543589,649068,670675,737557,4939871
849,2687781,6529995,741281,697073,738459,4751879
850,2654268,6710400,638559,686173,746516,4700746
851,2659830,6551524,652285,669660,789323,4998878
852,2601229,6709009,655687,709161,738898,4841094
853,2602914,6429246,642398,660355,745547,6603153
854,2730852,6530589,624599,681917,748299,4840167
855,2654088,6481416,625757,678366,754399,4727526
856,2677405,6577780,656577,671071,761698,4663503
857,2734405,6548463,632448,703362,741699,4975544
858,2661044,6525308,654807,688535,744946,4969400
859,2697083,6425810,660920,671066,745718,4732727
860,2705417,6600411,660014,673375,762503,4874336
861,2626163,6484458,645778,653265,747078,4707148
862,2716755,6444357,640636,663659,746938,4890847
863,2673507,6509635,745746,649776,751512,4755410
864,2644372,6473931,668388,665997,746133,4820771
865,2602723,6730457,646132,659447,730834,4786251
866,2657841,6629807,686494,656660,762525,4815353
867,2643520,6442714,636394,666789,747397,4749146
868,2732135,6662109,653337,675359,744635,4644905
869,2605513,6394847,656360,659994,759799,4613629
870,2677444,6556162,631072,654491,738066,4667191
871,2786287,6617495,654414,661695,741279,5423855
872,2651759,6560788,643734,673563,770745,5183406
873,2650415,6498578,647432,678733,756139,4924259
874,2677428,6507840,667393,737140,751369,5098657
875,2736509,6538479,667514,679606,770775,4982280
876,2650346,6534852,662490,662630,745696,4925651
877,2620740,6552976,644637,673037,756032,6501442
878,2686029,6499923,644230,661152,791493,4998245
879,2655653,6451797,650261,672217,762496,4931264
880,2629778,6475861,641926,677748,752726,4985214
881,2642029,6552137,648024,665700,741465,10942346
882,2704069,6475660,637712,674422,752873,4633727
883,2671081,6521643,655077,666013,766545,4823510
884,2621049,6604602,645654,657121,745955,4857172
885,2716803,6549702,650830,648916,737041,4657243
886,2645164,6498654,634020,648169,736739,4762685
887,2658550,6468565,650041,700112,746354,5091154
888,2657827,6488926,655992,665371,743702,5269445
889,2749617,6516109,646146,670039,753793,4869289
890,2728592,6470617,641644,677941,753398,5600984
891,2659801,6549181,647542,689208,746142,4847433
892,2672451,6478987,661435,672224,785314,5196221
893,3396467,6410194,659444,687917,750812,5075885
894,2633796,6482169,639912,679806,753482,5011434
895,2682298,6555047,646005,659738,747761,5117933
896,2712665,6570269,643075,647924,744404,5103778
897,2667100,6591540,656502,659725,751099,4840296
898,2648878,6553880,690964,658801,743660,5071133
899,2738208,6670178,633343,660242,733121,5086670
900,2747975,6629432,639470,659115,745287,4991017
901,3560330,6528020,728683,659062,746349,4880352
902,2629988,6598855,645472,658852,770815,5044352
903,2637053,6597147,652014,665293,735990,5146618
904,2672096,6401841,643888,744404,772661,4978145
905,2696393,6489254,645025,670837,750400,5090398
906,2724965,6674043,663228,668920,753729,4949590
907,2685805,6795527,662106,664675,765619,5210727
908,2661651,6739953,648545,668822,743922,4935121
909,2663332,6497283,639755,659654,735569,4889938
910,2734966,6711836,668751,678862,747680,5002286
911,2662231,6462421,654569,701230,757818,5015977
912,2896297,6558165,664813,667765,748467,5120090
913,2653423,6518771,649689,674039,748095,6484497
914,2614801,6472746,638853,661562,741208,4765281
915,2641737,6475230,721439,651968,740511,4471437
916,2642774,6380651,646987,722591,769229,4712277
917,2622546,6544481,658936,674487,759172,4887187
918,2752475,6550933,633095,683936,751572,4740437
919,2586716,6443625,641056,663207,762564,4833769
