Iteration,UserSide1_ns,BankSide_ns,UserSide2_ns
1151,583040,66549,468241
1152,671556,59318,455844
1153,565465,59470,422928
1154,580832,58459,429905
1155,565977,60409,419847
1156,573046,58846,423209
1157,563467,56810,440719
1158,562192,63285,437739
1159,582580,59525,435780
1160,568623,58135,433476
1161,571357,60822,425861
1162,625437,60439,430472
1163,581005,59312,426037
1164,569852,61063,430299
1165,565206,59535,422982
1166,580991,56916,427073
1167,563345,56501,444475
1168,572688,59152,463115
1169,574887,60897,442578
1170,575274,56941,426909
1171,572928,59255,424576
1172,571427,58141,424504
1173,593312,57832,430666
1174,574284,58250,422268
1175,578344,58547,425008
1176,569265,57837,434933
1177,573352,59065,442351
1178,581803,60033,438251
1179,554882,58077,427767
1180,563972,58597,430758
1181,567362,67798,438614
1182,577056,60000,429838
1183,579643,58423,430407
1184,564781,59025,441743
1185,563656,58022,419109
1186,561589,57872,427099
1187,571057,60903,427884
1188,572572,66765,428490
1189,556202,56899,420228
1190,569600,57369,423745
1191,566507,57093,415128
1192,573223,67104,427211
1193,571119,59085,434627
1194,577246,58428,427185
1195,573502,57308,422070
1196,569123,57906,429541
1197,605336,60200,417308
1198,573578,59825,424582
1199,564590,58054,420114
1200,574727,59358,420491
1201,559646,58537,426560
1202,579488,58221,432433
1203,581799,60296,419734
1204,568391,59437,433572
1205,569761,57669,422984
1206,579684,57749,432624
1207,567989,58342,417839
1208,576594,57056,435823
1209,566547,57350,424241
1210,569308,66260,421296
1211,558108,57478,419591
1212,575096,58230,425363
1213,563065,57166,432992
1214,559216,57558,420592
1215,557840,64707,438876
1216,583290,60113,429153
1217,571214,58233,421689
1218,569048,59155,417743
1219,575958,58689,441775
1220,566768,58588,441832
1221,573001,58146,427615
1222,571954,62569,429217
1223,556776,57071,418018
1224,592352,67209,422049
1225,571908,56226,426365
1226,561330,59471,426136
1227,563889,58513,429518
1228,557656,56762,428516
1229,563575,56882,431775
1230,569356,58035,424920
1231,577967,58399,427156
1232,563609,57869,434330
1233,579635,57034,429913
1234,577544,59361,427558
1235,550480,56764,445919
