Iteration,Payee_ns,Bank_ns
3636,2644474,9849270
3637,2675393,9876890
3638,2665028,9895623
3639,2657942,15031268
3640,2712485,10295414
3641,2643050,11128714
3642,2658700,10193193
3643,2721057,10329732
3644,2672025,11095049
3645,2644595,9965936
3646,2586746,9854576
3647,2654870,9787997
3648,2624088,9790148
3649,2645221,9818290
3650,2636489,9840651
3651,2721073,10465964
3652,2714320,11918584
3653,2662650,10062936
3654,2683003,9777353
3655,2667219,9939142
3656,2681711,10082367
3657,2645677,9915051
3658,2677916,9877524
3659,3077613,9979925
3660,2852764,10308317
3661,2647874,9771414
3662,2712216,9920146
3663,2638648,9909663
3664,2627130,9829186
3665,2740450,11533094
3666,2660517,9854812
3667,2655979,10027105
3668,2724203,9985555
3669,2661542,10264145
3670,2693398,10008680
3671,2621684,10062166
3672,2710669,9870732
3673,2649852,9839474
3674,2672150,9793689
3675,2613541,10032514
3676,2733678,9980990
3677,2642285,10643869
3678,2652003,11134639
3679,2696266,9778321
3680,2741990,11128089
3681,2680835,16170002
3682,2673736,11830515
3683,2689063,9884709
3684,2669542,10995592
3685,2619971,12327828
3686,2643537,12546595
3687,2624470,9850030
3688,2740405,10046435
3689,2632811,13437320
3690,2634005,12517489
3691,2643891,10102918
3692,2686090,10100869
3693,2686275,9983923
3694,2674527,10150543
3695,2645999,10141188
3696,2641737,10118094
3697,2757894,9861454
3698,2639221,9966378
3699,2624439,9973784
3700,2660008,9857264
3701,2737513,11316572
3702,2603855,17919561
3703,2666051,9921649
3704,2655051,9968402
3705,2671134,11085407
3706,2679232,9950383
3707,2663843,10110719
3708,2620724,10038581
3709,2645940,11296423
3710,2647083,10013434
3711,2700080,9965399
3712,2710199,11199720
3713,2623788,10062889
3714,2614078,10099829
3715,2711736,10208274
3716,2671389,10111236
3717,2688593,10052640
3718,2726101,14743675
3719,2644087,10544038
3720,2773136,9956488
3721,2686326,10842117
3722,2718404,10039499
3723,2605806,9847522
3724,2661552,9910789
3725,2633111,9931895
3726,2649341,9781871
3727,2657629,10016087
3728,2890985,10122562
3729,2658372,10382156
3730,2700627,9907298
3731,2677242,9885342
3732,2716225,14338386
3733,2820200,12645491
3734,2632995,9922922
3735,2655502,10722754
3736,2694546,10202870
3737,2616245,9956331
3738,2730183,9952261
3739,2682084,13379851
3740,2672599,13755430
3741,2622436,9871055
3742,2668537,12055590
3743,2693809,10889691
3744,2662327,11095666
3745,2701385,9965347
3746,2680136,9863425
3747,2665531,9973354
3748,2680419,10008688
3749,2621642,9973429
3750,2647452,9784827
3751,2839926,9950014
3752,2633980,9841134
3753,2672167,10111413
3754,2704326,11415785
3755,2662226,11975626
3756,2640686,10068021
3757,2677682,10089746
3758,2623547,10076105
3759,2711151,16069536
3760,2637631,15014821
3761,2710414,15762507
3762,2689216,10223655
3763,2665525,14874531
3764,2785079,11027608
3765,2728245,10554990
3766,2745919,10070394
3767,2719616,9992206
3768,2659750,10427742
3769,2646415,10044532
3770,2669532,10216299
3771,2655626,10159916
3772,2644069,9919011
3773,2751857,9935284
3774,2672228,9980117
3775,2683140,11214893
3776,2616748,10020683
3777,2638953,11107468
3778,2606799,11590846
3779,2680568,10023684
3780,2734656,13921770
3781,2697860,10131774
3782,2812555,10133799
3783,2683229,13528168
3784,2711144,10143898
3785,2625649,9903307
3786,2649790,10025411
3787,2705439,9984273
3788,2775202,9923146
3789,2698185,10411065
3790,2654773,12411502
3791,2691458,10153996
3792,2658925,10221784
3793,2611596,10177006
3794,2704645,9897872
3795,2713466,10095809
3796,2634346,9840786
3797,2650672,9862300
3798,2691298,10955689
3799,2638214,16852859
3800,2706478,13770170
3801,3561079,17211980
3802,2789392,17043647
3803,2703901,9993440
3804,2661405,9989300
3805,2664397,10234905
3806,2691927,9790601
3807,2647836,9917550
3808,2617767,9922155
3809,2800928,10188388
3810,2674867,9966978
3811,2615128,10105935
3812,2680682,9768165
3813,2754618,10048154
3814,2681508,10029311
3815,2672329,10090682
3816,2674207,10009418
3817,2657167,10166966
3818,2661891,9927872
3819,2648255,15812028
3820,2654938,13206111
3821,2668271,12080163
3822,2683449,15295228
3823,2677020,16228451
3824,2695866,11396956
3825,2704358,10969753
3826,2675893,12629312
3827,2667789,15033400
3828,2693937,10270354
3829,2668398,10044499
3830,2684649,11525111
3831,2740179,10169466
3832,2658201,9912158
3833,2619388,14021832
3834,2919510,10651777
3835,2614252,10201338
3836,2669806,10296623
3837,2675910,10174248
3838,2665130,11098791
3839,2723080,10792620
3840,2663725,10560003
3841,2844665,10593245
3842,2776387,10503520
3843,2670531,10568492
3844,2650121,10545301
3845,2689812,10455967
3846,2674347,10600909
3847,2704093,10262561
3848,2655748,10922958
3849,2685595,10486182
3850,2669974,10208459
3851,2713260,10379341
3852,2752798,10468145
3853,2660928,10262078
3854,2718355,10206495
3855,2742103,10445871
3856,2763602,11384963
3857,2692060,10570119
3858,3100562,10548545
3859,2645713,10403116
3860,2664440,10558325
3861,2686621,10148711
3862,2672740,9919884
3863,2610797,9888055
3864,2689586,9975556
3865,2671205,9746635
3866,2640994,9932819
3867,2647996,9899027
3868,2644230,9645580
3869,2687770,9750656
3870,2667770,11115198
3871,2827052,10082144
3872,2765419,10103424
3873,2655489,11850852
3874,2694522,9993502
3875,2670121,10228509
3876,2639568,14384054
3877,2685927,14715016
3878,2713209,13536794
3879,2701273,9903321
3880,2700099,9967288
3881,2718210,10911905
3882,2652558,11233014
3883,2647827,9994813
3884,2633464,15662035
3885,2662827,15833579
3886,2653529,10200671
3887,2737010,10187915
3888,2690854,10842291
3889,2711746,14292021
3890,2685993,13652857
3891,2658608,11404692
3892,2699543,11223157
3893,2683874,12943317
3894,2681221,11570818
3895,2659997,10103997
3896,2688113,9980865
3897,2704594,13915964
3898,2777485,11301904
3899,2691687,10873033
3900,2679681,10147794
3901,2680816,11329261
3902,2636576,10005945
3903,2645069,10169290
3904,2643114,10687333
3905,2655013,11171218
3906,2673853,10127991
3907,2610672,9789047
3908,2654097,9882395
3909,2681511,9775950
3910,2609538,9951625
3911,2642879,10061817
3912,2678117,10372997
3913,2668381,9960653
3914,2660239,9945124
3915,2706765,9922189
3916,2674140,9902358
3917,2697768,10243041
3918,2675419,10013163
3919,2724576,9930595
3920,2716865,10032662
3921,2624890,9929710
3922,2689872,10171151
3923,2667284,17303262
3924,2690665,12724143
3925,2749496,10633228
3926,3175696,11461812
3927,2628996,10797787
3928,2670766,11013257
3929,2648852,11635364
3930,2616471,10804769
3931,2791128,11748221
3932,2627138,10914161
3933,3336431,10739299
3934,2658042,10691405
3935,2694437,12110910
3936,2974623,10725079
3937,2775348,11063344
3938,2740921,11284157
3939,2813198,12776999
3940,3147702,10220959
3941,2719400,10021614
3942,2660227,10054182
3943,2667356,10074254
3944,2623102,10155192
3945,2657299,10015530
3946,2695214,10077018
3947,2676208,10122477
3948,2660422,10022388
3949,2749648,10289717
3950,2733362,10111886
3951,2810171,10007714
3952,2815173,10545593
3953,2718569,10569048
3954,2702840,10220377
3955,2727298,10244921
3956,2744704,10263704
3957,2745042,10033610
3958,2655936,9973827
3959,2665935,10108059
3960,2693734,10274312
3961,2834449,10028363
3962,2838885,10143625
3963,2688862,10908904
3964,2619739,9886241
3965,2884534,13595919
3966,3708974,13133109
3967,2697871,12880315
3968,2821805,10366996
3969,2706791,10102548
3970,2658419,13667442
3971,2681282,10099800
3972,2704381,10064984
3973,2616113,9961934
3974,2646785,10042954
3975,2656001,10216003
3976,2972810,10346904
3977,2670374,10416109
3978,2692629,11310832
3979,2874198,10167830
3980,2657662,10461020
3981,2827719,10451023
3982,2638645,10339548
3983,2612470,9932933
3984,2720721,10132704
3985,2647129,9829449
3986,2702880,10129787
3987,2624122,10118251
3988,2680476,10307462
3989,2658381,10208587
3990,2700346,10018049
3991,2675302,10062763
3992,2673236,10102605
3993,2666304,10236926
3994,2679672,10331959
3995,2668329,9922264
3996,2879861,10065156
3997,2671046,10407782
3998,2670986,10225099
3999,2680611,10191225
4000,2757582,10012363
4001,2648618,10179087
4002,2733957,10369034
4003,2693256,10037268
4004,2668252,10313432
4005,2685533,9983835
4006,2783776,10150028
4007,2677553,10074770
4008,2690481,10127727
4009,2663038,10062454
4010,2634726,10028659
4011,2648372,9945530
4012,2711416,10130410
4013,2667446,10395611
4014,2698141,10201767
4015,2667999,10118004
4016,2657045,10196617
4017,2661793,10386093
4018,2622026,10342047
4019,2677400,9942832
4020,2940229,10194570
4021,2710501,10400346
4022,2665295,10155347
4023,2640822,10048367
4024,2682452,9957865
4025,2666037,10403312
4026,2659081,10130693
4027,2632244,10011983
4028,2698475,10471608
4029,2677213,10007799
4030,2672540,9996550
4031,2691041,10033161
4032,2676189,9998075
4033,2634157,10385159
4034,2645663,9853071
4035,2714185,11280111
4036,2664542,10293023
4037,2741354,10299439
4038,2674853,10188368
4039,2649118,9983547
4040,2992537,10128267
4041,2689187,9989905
4042,2657882,10014025
4043,2648065,10340684
4044,2668174,10001259
4045,2942685,13714153
4046,2647733,10009751
4047,2825264,10400237
4048,2678821,10117765
4049,2723341,9950021
4050,2659051,9898355
4051,2712379,9816894
4052,2621677,9835407
4053,2695967,9985534
4054,2657474,9897966
4055,2685113,9878785
4056,2650693,9898175
4057,2678833,10373130
4058,2670833,13052228
4059,2742073,18345464
4060,2681456,11300282
4061,2682978,11250594
4062,2656854,10409638
4063,2685634,11079653
4064,2711709,10001126
4065,2632244,11199413
4066,2843550,10147660
4067,2661760,9996378
4068,2621721,10940758
4069,2670932,10059812
4070,2634547,10529415
4071,2664322,11557421
4072,2734105,10116323
4073,3683972,11316788
4074,3400573,10215464
4075,2665209,9916132
4076,2683041,11079641
4077,2721756,10824781
4078,2666479,10101070
4079,2669345,10582320
4080,2653140,11895964
4081,2812891,10586328
4082,3180431,10895758
4083,2705912,10295325
4084,2619466,10341766
4085,2899943,11109706
4086,3613150,10656178
4087,2641149,10542592
4088,2734196,10418649
4089,2854850,10691849
4090,2686606,10680588
4091,2682175,10779633
4092,2682256,10200461
4093,2693851,10305092
4094,2669298,10235995
4095,2704319,10397276
4096,2730049,10415586
4097,2649795,10249050
4098,2688509,10203756
4099,2675036,10579294
4100,2711398,10188534
4101,3444102,11738589
4102,2681225,10299698
4103,2652616,10705766
4104,2701724,10023661
4105,2665428,9908333
4106,2658219,11309674
4107,2678527,10226639
4108,2614016,9950937
4109,2707912,10165316
4110,2675180,9955930
4111,2731108,9968026
4112,2671524,13296014
4113,2727218,10176576
4114,2703262,9961822
4115,2622664,11127226
4116,2663206,12010242
4117,2682984,10532178
4118,3265711,10102446
4119,2717230,9942738
4120,2724501,10122370
4121,2613789,9874737
4122,2635414,9955862
4123,2890760,10174935
4124,2687401,9997154
4125,2673062,9991860
4126,2673416,13362603
4127,2673271,13462052
4128,2672532,10063280
4129,2646836,10177177
4130,2648739,10066979
4131,2650567,10219210
4132,2685389,10190810
4133,2679174,9850551
4134,2664444,9860760
4135,2687378,9833503
4136,2615149,9861931
4137,2655744,13584358
4138,2718831,11688365
4139,2675388,17864145
4140,2664108,10118130
4141,2637408,10132365
4142,2660729,9931121
4143,2670768,9916180
4144,2688324,10159204
4145,2673933,10004016
4146,2636484,9956580
4147,2621107,12245169
4148,2662859,13575180
4149,2656526,11889639
4150,2710077,10235934
4151,2665247,10289752
4152,2649768,11880225
4153,2776641,16977754
4154,2680609,16614099
4155,2772759,13976025
4156,2614554,12814284
4157,2603019,9835108
4158,2646318,10105953
4159,2657354,12185680
4160,2655067,10205567
4161,2646508,10222082
4162,2694542,10058041
4163,2671347,15243750
4164,2701785,10680271
4165,2653669,10308637
4166,2663872,9948160
4167,2652150,10158725
4168,2695231,13228166
4169,2673469,10905871
4170,2671359,10468416
4171,2657660,9983379
4172,2666079,10279133
4173,2655808,10035026
4174,2679705,10165903
4175,2704034,9973579
4176,2633369,10272432
4177,2661129,10096237
4178,2636281,10084353
4179,2698336,11674098
4180,2692804,10813673
4181,3108499,10072186
4182,2694773,16267439
4183,2668766,13121947
4184,2678830,10060164
4185,2632878,10120592
4186,2672719,18401322
4187,2668846,13725550
4188,2672368,12412181
4189,2669739,9966708
4190,2681489,10308196
4191,2662536,12223556
4192,2737667,13966217
4193,2661568,12062946
4194,2641474,10039952
4195,3580835,11943998
4196,2694290,10320053
4197,2624770,15534864
4198,2720167,15778247
4199,2708758,11646689
4200,2658280,10149001
4201,2668915,10092119
4202,3603173,10336942
4203,2914326,11934229
4204,3055021,10241380
4205,2678208,10301566
4206,2671692,9862431
4207,2623703,9886304
4208,2643113,10279928
4209,2634097,10106391
4210,2645606,9926425
4211,2658845,13690249
4212,3450703,10071088
4213,2888002,9918894
4214,2705317,9897044
4215,2701933,11073021
4216,2668775,9946603
4217,2671649,9917620
4218,2630761,10068725
4219,2690073,16785656
4220,2685102,13461203
4221,2813392,12809226
4222,2839299,10549108
4223,2859149,11048832
4224,3570628,11392825
4225,2625542,11041540
4226,2821962,10506648
4227,2688668,11132175
4228,3648624,10584741
4229,2914417,10915201
4230,3221705,10931199
4231,3297276,10871485
4232,3549810,10644501
4233,2692974,12024476
4234,2718231,10921074
4235,2787076,11751469
4236,2837255,12808389
4237,3653593,10530742
4238,2606929,10119442
4239,2657696,10042873
4240,2647511,9877909
4241,2770826,10278711
4242,2675505,9883268
4243,2671238,9978808
4244,2627061,10242820
4245,2647981,10190761
4246,2651728,10591685
4247,2674451,10202703
4248,2964013,10150538
4249,2658141,10509710
4250,2651317,10430510
4251,2676270,10466409
4252,2705682,10204555
4253,2742785,10407132
4254,2698989,10024987
4255,2644731,10276140
4256,2686560,10211048
4257,2673697,10020157
4258,2930327,9861958
4259,2653505,10344841
4260,2643896,10812261
4261,2662090,10208165
4262,2647346,10027561
4263,2914798,10081431
4264,2899372,10446181
4265,2697109,9949174
4266,2602431,10397518
4267,2623841,10409638
4268,2705527,9841482
4269,2838178,11212986
4270,2638965,10423204
4271,2741143,10218019
4272,2618311,10326031
4273,2719244,9931345
4274,2946234,10200129
4275,2817919,10343345
4276,2670862,10230591
4277,2724050,10298746
4278,3013733,10089432
4279,3002965,10297703
4280,2667917,10394080
4281,2711479,11764809
4282,2672748,11178526
4283,2676752,10148223
4284,2735439,9872063
4285,3414761,13564525
4286,4394948,12510838
4287,3375279,10446274
4288,2723551,9981515
4289,2619160,10113990
4290,2645916,10135248
4291,2655309,10389687
4292,2599847,9888851
4293,2640325,10070592
4294,2647428,14109429
4295,2676093,10868232
4296,2679300,10649769
4297,2700904,11607670
4298,2665002,11192405
4299,2694755,9974600
4300,2870630,10301816
4301,2667553,10444350
4302,2670465,10222213
4303,2713550,10133475
4304,2607246,10021848
4305,2752154,10328635
4306,2699374,10421997
4307,2731701,10150180
4308,2645399,10678026
4309,2741119,10178395
4310,2933301,10144242
4311,2647758,10606775
4312,2686597,10107012
4313,2713308,9990382
4314,2744866,9993802
4315,3033111,10099563
4316,2646519,10438638
4317,2642957,10833852
4318,2812891,10702406
4319,2799417,10799220
4320,3580309,10265877
4321,2936936,10329330
4322,2720278,10342770
4323,2659871,10499943
4324,2914471,10771394
4325,3230530,10790623
4326,2736081,10241931
4327,2644367,10475850
4328,2727577,10242789
4329,2695536,10530010
4330,2678706,10479422
4331,2814715,10229132
4332,2975071,12075874
4333,2678653,10284554
4334,2758840,10561983
4335,2699270,11024703
4336,2677739,10452104
4337,2810939,10233817
4338,2767085,11682280
4339,2702692,10277417
4340,2705041,10053814
4341,2682670,9995630
4342,2633587,9867766
4343,2798061,9848965
4344,2606245,11092498
4345,2605473,10008164
4346,2662293,9900659
4347,2700449,9985164
4348,2670456,9904558
4349,2661536,10073770
4350,2755550,10305583
4351,2776627,10101972
4352,2892318,10200617
4353,2680023,10079621
4354,2687381,18347225
4355,2661802,10140297
4356,2703783,10491521
4357,2656509,1432501454
4358,2730392,11149622
4359,2665773,10301631
4360,2742182,10505323
4361,2713248,11161193
4362,2654139,10054950
4363,2792131,9957564
4364,2722335,10239023
4365,2682026,9996711
4366,2646062,10047816
4367,2706462,10342377
4368,2686285,9929232
4369,2827267,10586586
4370,2850681,10923482
4371,2737315,10959940
4372,2673471,10116557
4373,2765043,10802869
4374,2644643,10242307
4375,2664529,10220343
4376,2826499,13724068
4377,2743505,14538284
4378,2737708,15624448
4379,2730322,10183036
4380,2688029,10570991
4381,2713219,10621625
4382,2842538,10421193
4383,2696875,10502209
4384,2839132,10107068
4385,2755083,10065676
4386,2696051,10012497
4387,2701841,10056809
4388,2701329,10164074
4389,2766544,10252967
4390,2851855,10038189
4391,2695194,10348993
4392,2726587,10053418
4393,2713867,10153374
4394,2814839,9994068
4395,2692961,10007375
4396,2822329,10008438
4397,2671840,10109231
4398,2747691,10067172
4399,2752172,10031795
4400,2704874,10180878
4401,2677880,10641727
4402,2841343,10196785
4403,2769002,10130594
4404,2681173,10335668
4405,2768015,10261971
4406,2703231,10090951
4407,2710539,10281138
4408,2730407,10119767
4409,2789438,10587454
4410,2758003,10122093
4411,2675646,10235662
4412,2729107,10176364
4413,2689442,10316605
4414,2778309,13990432
4415,2787124,10509645
4416,2730791,10165967
4417,2766476,12061870
4418,2724265,11581317
4419,2694545,10044150
4420,2709978,10218352
4421,2729623,11281313
4422,2770072,10054677
4423,2693220,9986371
4424,2757132,10127054
4425,2712837,14084013
4426,2805564,10352138
4427,2756153,10112006
4428,2684848,10491072
4429,2721770,10537810
4430,2723103,10151883
4431,2779122,10093036
4432,2779259,10302558
4433,2711727,10133898
4434,2737633,10329561
4435,2719430,10091588
4436,2701403,11177471
4437,2708816,10316876
4438,2719470,10095930
4439,2707271,10472171
4440,2751041,13601755
4441,2716757,10091978
4442,2714317,10151372
4443,2700188,12050583
4444,2724406,10049382
4445,2687766,10055951
4446,2687676,10248191
