Iteration,Payee_ns,Bank_ns
4840,2728012,10294967
4841,2699542,10061760
4842,2696730,10157552
4843,2702499,9979329
4844,2731813,10126450
4845,2673008,10547604
4846,2868451,10068141
4847,2724341,10199810
4848,2714490,10192186
4849,2695459,10257720
4850,2689001,10076269
4851,2758334,11502890
4852,2748620,10625627
4853,2699510,10139617
4854,2798769,10195463
4855,2674388,10801619
4856,2722860,10423405
4857,2849814,10147946
4858,2686597,11066653
4859,2757623,10170856
4860,3496507,10398346
4861,2730943,10190135
4862,2698633,10119320
4863,2736842,10037939
4864,2699930,10189261
4865,2756359,10353509
4866,3118846,10261759
4867,2707650,10145745
4868,2801656,10244855
4869,2702677,10208385
4870,2759949,9989975
4871,2697360,10118233
4872,2692610,10171524
4873,2818479,10217492
4874,2698646,10178980
4875,2736633,9999787
4876,2638976,10167386
4877,2676151,10546146
4878,2669509,10052176
4879,2670080,10106829
4880,2698562,10107579
4881,2706496,10257184
4882,2748117,10246354
4883,2676360,10101921
4884,2728698,10800544
4885,2679839,10170333
4886,2735025,10252639
4887,2728077,11347183
4888,2669042,10163593
4889,2734946,10255816
4890,2697143,10417725
4891,2696551,10803865
4892,2702119,10159068
4893,2800597,11230084
4894,2700821,10631877
4895,2795310,10325700
4896,2681111,10013811
4897,2747472,10337198
4898,2709614,10219960
4899,2745284,10209794
4900,2705875,10368928
4901,2701714,10112939
4902,2700750,11256597
4903,2681599,11477564
4904,2716644,10194271
4905,2736480,10923606
4906,2674402,12071864
4907,3238139,10727433
4908,3539214,11062765
4909,3941125,10805224
4910,3156981,10581363
4911,2759094,10500453
4912,2709051,10916040
4913,2731712,10474845
4914,2805499,11374713
4915,2685773,11050442
4916,2673790,10530882
4917,2882367,11016960
4918,2847844,10947664
4919,2697834,11426811
4920,2882846,10777051
4921,3004508,10394045
4922,2665792,10480479
4923,2734407,10252307
4924,2765547,10222502
4925,2824130,10177513
4926,2735545,10240631
4927,2824596,10253018
4928,2667110,10091127
4929,2679333,10456327
4930,2819338,10294578
4931,3084465,10381250
4932,2720988,10351682
4933,2745382,10871796
4934,2667498,11135414
4935,2661861,10171071
4936,2810003,10216717
4937,2712501,10844896
4938,2750954,11694541
4939,2803365,10216811
4940,3406688,12077822
4941,2701707,10258300
4942,3038481,10451020
4943,2706567,10261992
4944,2704495,10676036
4945,2761332,11948749
4946,2825838,13802527
4947,2775197,11132254
4948,3158793,11249091
4949,3062926,10898240
4950,2684637,12102626
4951,3515823,10742582
4952,3351066,10893700
4953,2634033,9864631
4954,2630772,9755988
4955,2429116,10117971
4956,2632161,10491849
4957,2696153,10264722
4958,2488211,9809806
4959,3365546,9782851
4960,2525834,11214098
4961,3068480,10199855
4962,3333383,9835196
4963,2443142,9636472
4964,2534672,9416842
4965,2495163,9377270
4966,2461250,9871321
4967,2478606,9884470
4968,2478564,10091379
4969,2978730,9787595
4970,2537515,9377066
4971,2545884,9357669
4972,2475099,9520834
4973,2467847,9837978
4974,2520559,9740287
4975,2681212,9288957
4976,2570917,9700411
4977,2437831,9506324
4978,2480842,9982404
4979,2528588,10545438
4980,2468632,9185115
4981,2451312,9412557
4982,2593422,9682104
4983,2511486,9495338
4984,2477262,9782038
4985,2432923,9342959
4986,2521669,9649323
4987,2494772,9549865
4988,2468157,9606963
4989,2558751,9920459
4990,2501775,9929179
4991,2487301,9269698
4992,2574987,9427108
4993,2462966,9780941
4994,2465020,9626305
4995,2497740,9540913
4996,2684332,9313900
4997,2706536,9557777
4998,2487424,9749514
4999,2523665,9354788
5000,2453515,9739800
5001,2464421,9365404
5002,2621529,9337040
5003,2499581,9838447
5004,2463475,9532180
5005,2443182,9913452
5006,2520660,9689492
5007,2654950,9312564
5008,2547094,9650797
5009,2457884,9808366
5010,2500652,9807730
5011,2483487,9209148
5012,2454328,9501289
5013,2482005,10016436
5014,2486090,9493953
5015,2509756,9546076
5016,2520563,9385212
5017,2517643,9337912
5018,2444694,9481862
5019,2544123,9532768
5020,2513254,9563531
5021,2473296,9545326
5022,2425001,9408588
5023,2481577,9479972
5024,2463760,9666219
5025,2442466,9402628
5026,2567208,9287270
5027,2485712,9586390
5028,2451703,9565545
5029,2505018,9406363
5030,2478910,9728644
5031,2506275,9229922
5032,2572981,9294669
5033,2450910,9457702
5034,2515418,9626717
5035,2458936,9424716
5036,2516121,9366307
5037,2456930,9522754
5038,2448589,9399389
5039,2437783,9405153
5040,2489307,9457699
5041,2487230,13854218
5042,2499063,9543839
5043,2471600,9604490
5044,2526293,9647921
5045,2468358,9506385
5046,2446510,9527731
5047,2462827,9412168
5048,2508625,9414547
5049,2481545,9488943
5050,2448517,9488517
5051,2506169,9439351
5052,2467148,9361944
5053,2691885,10504505
5054,2492545,9545399
5055,2473920,9748849
5056,2466302,9365096
5057,2510725,9843833
5058,2505498,9271559
5059,2522639,9319228
5060,2452337,9708577
5061,2595745,9840579
5062,2454518,9606642
5063,2538953,10016516
5064,2697883,10606432
5065,2550698,9959695
5066,2501827,9564232
5067,2534071,9624210
5068,2540230,9546401
5069,2474071,9921856
5070,2697563,9560192
5071,2471650,9589758
5072,2489210,9766605
5073,2541608,10672821
5074,2493867,9583881
5075,2492788,9508178
5076,2553189,9706870
5077,2503115,10798956
5078,2508419,9687352
5079,2756595,9691826
5080,2488590,9847910
5081,2499084,9901285
5082,2484195,9228155
5083,2477057,9275100
5084,2475490,9762607
5085,2514245,9273417
5086,2462386,9165728
5087,2564657,9437314
5088,2463579,9979726
5089,2487240,12611530
5090,2457469,11272846
5091,2511916,9281644
5092,2677251,9656183
5093,2405395,9264707
5094,2463019,9371227
5095,2448213,9366279
5096,2455674,10298780
5097,2485799,9235533
5098,2502434,9299420
5099,2485252,9321684
5100,2445231,9302022
5101,2507209,10056222
5102,2494788,9501837
5103,2474368,12247294
5104,2446891,9732755
5105,2433424,9285676
5106,2483386,10495439
5107,2464310,9237259
5108,2494157,9222124
5109,2504100,11339927
5110,2486028,9204819
5111,2457592,12252204
5112,2400965,9211327
5113,2474408,9411818
5114,2446413,9422512
5115,2503559,9690220
5116,2496173,14824212
5117,2480581,9933465
5118,2455803,9395718
5119,2483427,9445017
5120,2452972,9539093
5121,2606149,9485282
5122,2473969,9760370
5123,2449892,9615704
5124,2443938,9392707
5125,2465625,11918654
5126,2444993,10888427
5127,2468170,9311282
5128,2448947,9987034
5129,2488943,9370117
5130,2502590,9334958
5131,2475625,9880853
5132,2448569,9793952
5133,2644757,9810067
5134,2537763,9275425
5135,2466405,9286801
5136,2453099,9296910
5137,2470054,9483400
5138,2538205,9349233
5139,2609278,9696582
5140,2518269,9469991
5141,2464858,9490987
5142,2447306,9326623
5143,2535300,9301139
5144,2496980,10317411
5145,2455704,15468796
5146,2522048,9773202
5147,2575979,10593198
5148,2539029,9422617
5149,2462461,9505425
5150,2538896,9399854
5151,2480671,9288627
5152,2474630,9240556
5153,2511651,9428634
5154,2441362,9361994
5155,2480730,9291095
5156,2573625,9262495
5157,2509402,10518421
5158,2447128,9696770
5159,2538236,9345039
5160,2496141,9667772
5161,2474213,10121570
5162,2542451,9333595
5163,2460741,9284031
5164,2498394,9257688
5165,2511834,9239363
5166,2437691,9408739
5167,2463316,9280564
5168,2436915,13311235
5169,2511961,9511072
5170,2511142,9349848
5171,2463591,9319035
5172,2491573,9470936
5173,2474001,9575996
5174,2543593,10037041
5175,2497920,9320372
5176,2472882,9399450
5177,2467595,9369932
5178,2562631,9170694
5179,2491533,9609698
5180,2455311,9230753
5181,2534205,9262015
5182,2486642,12905062
5183,2474621,9257653
5184,2567367,12699875
5185,2562548,12256580
5186,2461764,15454111
5187,2498616,9189599
5188,2547329,11097905
5189,2483371,9487746
5190,2580404,10002103
5191,2487123,9428573
5192,2451854,10510745
5193,2474437,9441159
5194,2488594,9563403
5195,2555610,10026778
5196,2522129,10469885
5197,2483532,9325949
5198,2502215,9571679
5199,2530408,9710469
5200,2426022,9639951
5201,2466806,12681393
5202,2476624,9332957
5203,2573601,9510966
5204,2453945,10477006
5205,2476949,13000899
5206,2523851,9538383
5207,2495183,9468723
5208,2492242,10070532
5209,2560580,9406614
5210,2609371,10988684
5211,2518213,9628083
5212,2472252,11245243
5213,2613494,9485247
5214,2490619,9383066
5215,2462598,9651237
5216,2498244,11967561
5217,2479466,9297411
5218,2518368,9438197
5219,2480778,11827464
5220,2481364,12488739
5221,2452460,9317805
5222,2484619,11415920
5223,2466036,12519809
5224,2528039,9343325
5225,2495915,9380020
5226,2426615,12016499
5227,2449890,10544149
5228,2502100,9428472
5229,2466694,10570655
5230,2474693,9933263
5231,2540805,10386198
5232,2481473,9642119
5233,2424423,10275601
5234,2703150,9190655
5235,2484900,9586078
5236,2476947,9376739
5237,2469057,9414090
5238,2440796,9334859
5239,2668184,9341417
5240,2492359,10275269
5241,2415483,9218897
5242,2431906,9300609
5243,2498113,9169572
5244,2452488,9164350
5245,2769300,9852183
5246,2500148,9261538
5247,2441846,9442922
5248,2448018,9194391
5249,2528193,9259045
5250,2478422,9522672
5251,2588735,9234424
5252,2502272,9229965
5253,2456399,9271580
5254,2482100,9605647
5255,2501743,9358195
5256,2485569,9435363
5257,2492918,10342159
5258,2473234,10997341
5259,2523272,9298503
5260,2554759,9366987
5261,2488359,10220013
5262,2475781,10007489
5263,2621422,9267597
5264,2477527,9234770
5265,2472017,12415591
5266,2486903,9536223
5267,2539348,9413200
5268,2428475,9313488
5269,2779184,11373278
5270,2506286,9317263
5271,2522141,9240605
5272,2526559,9285813
5273,2488232,9227647
5274,2486968,9759427
5275,2535806,9495354
5276,2468038,9137377
5277,2555686,9111749
5278,2473877,9298163
5279,2487080,9276261
5280,2500648,9676787
5281,2559517,9292736
5282,2486701,9223935
5283,2494087,9346433
5284,2481095,10066996
5285,2449640,14007763
5286,2476040,11264428
5287,2568570,9468335
5288,2591376,9510215
5289,2515259,9604382
5290,2455680,9360646
5291,2463723,10311073
5292,2444902,9210973
5293,2627892,9333881
5294,2543106,9281837
5295,2734202,9326607
5296,2479752,9445045
5297,2475044,9229466
5298,3162281,9366267
5299,2572276,9110549
5300,2457695,9590384
5301,2551603,10184392
5302,2499093,9880456
5303,2542486,9416092
5304,2468922,9812198
5305,2481685,10597420
5306,2742294,9871288
5307,2548461,9823808
5308,2482705,9559508
5309,2497179,10449704
5310,2475255,9656298
5311,2556964,9363487
5312,2509720,9433303
5313,3299060,9660216
5314,2647196,9715295
5315,2519433,9444050
5316,2506118,9497565
5317,2495689,9959160
5318,2599537,9563131
5319,2483977,9726613
5320,2550998,9628910
5321,2502851,9415329
5322,3484797,9638872
5323,2441314,9245083
5324,2462632,9164837
5325,2564150,9605063
5326,2455616,9323971
5327,2477761,9297012
5328,2467773,9244895
5329,2473018,9329047
5330,2555256,9214411
5331,2525738,12603996
5332,2463426,10096007
5333,2612238,9229324
5334,2532617,9396987
5335,2484393,10352029
5336,2649795,9318198
5337,2520707,9632701
5338,2513935,9377395
5339,2545235,9717611
5340,2486818,9559709
5341,2469943,9459270
5342,2494581,9668241
5343,2528815,9423989
5344,2505000,9641083
5345,2478540,9637058
5346,2519638,9510623
5347,2491794,9549964
5348,2492385,9048413
5349,2511331,9246007
5350,2447578,9117036
5351,2475703,9215400
5352,2432754,9477787
5353,2484210,9299348
5354,2483058,9104853
5355,2431569,9105352
5356,2480089,9230793
5357,2480744,9212451
5358,2422390,9114550
5359,2479552,9114693
5360,2499071,9162501
5361,2464232,9144125
5362,2494891,9056886
5363,2497092,9487857
5364,2527646,9045457
5365,2451495,9607976
5366,2482266,9633085
5367,2493109,9099720
5368,2486612,9096183
5369,2410746,9142070
5370,2513251,9240007
5371,2512732,9202902
5372,2498309,9382476
5373,2926669,10795637
5374,2458492,9523262
5375,2451648,9301980
5376,2457471,9082376
5377,2510978,9167069
5378,2440543,9272607
5379,2472450,9238973
5380,2481604,9302101
5381,2467188,9259954
5382,2552185,9270366
5383,2457475,9156780
5384,2479536,9148379
5385,2436177,9268247
5386,2502973,9276281
5387,2451594,9234706
5388,2489152,9244624
5389,2460041,9388920
5390,2437331,10341843
5391,2469696,9635629
5392,2534275,9466194
5393,2477369,10431218
5394,2563815,9266308
5395,2505279,9570225
5396,2447283,9796504
5397,2787249,9905233
5398,2462890,9641878
5399,2491157,10284361
5400,2506073,10380073
5401,2481796,9180163
5402,2450303,14319313
5403,2547432,9804747
5404,2578504,9272654
5405,2476625,9485684
5406,2463665,9350173
5407,2573332,9272307
5408,2500810,9905198
5409,2489231,9291941
5410,2700924,10606665
5411,2541046,9833419
5412,2481452,9438540
5413,2464332,9370503
5414,2444739,9411617
5415,2477205,9199635
5416,2821069,9408153
5417,2462362,9212345
5418,2466700,9231730
5419,2609182,10047791
5420,2464386,9325085
5421,2435559,9245530
5422,2517496,9306990
5423,2489760,10355153
5424,2466131,9328897
5425,2456336,9418356
5426,2440035,15639700
5427,2463556,9309019
5428,2483078,10377917
5429,2463825,9497676
5430,2493303,9185481
5431,2483321,10332914
5432,2494481,14230146
5433,2453150,9299849
5434,2481686,9351754
5435,2478400,12290584
5436,2470847,9338740
5437,2474638,9346189
5438,3367467,11550653
5439,2472406,9403789
5440,2643446,9373689
5441,2498087,9497434
5442,2479723,9371573
5443,2496147,9276077
5444,2505529,9173502
5445,2489052,9119399
5446,2547088,9262615
5447,2476653,9373933
5448,2487641,9178515
5449,2521869,9373364
5450,2490019,9093184
5451,2576172,9131907
5452,2453207,9367685
5453,2482244,9129036
5454,2517804,9309066
5455,2452862,12316833
5456,2465135,9541311
5457,2446397,9426854
5458,2474622,9240549
5459,2542427,9274407
5460,2500172,9407314
5461,2525187,9147141
5462,2429240,9272667
5463,2469817,9243100
5464,2493756,11070135
5465,2606581,9116782
5466,2470077,11373239
5467,2476043,9378951
5468,2489463,9269995
5469,2720321,10405769
5470,2623656,14859401
5471,2737735,10067266
5472,2694397,9882885
5473,2634301,10258589
5474,2638505,9966880
5475,2844992,10034810
5476,2656723,11686735
5477,2673689,11087996
5478,2617760,9912591
5479,2629391,13426174
5480,2654191,9950882
5481,2669155,10054002
5482,2610374,11198330
5483,2691709,10155682
5484,2703088,10189530
5485,2822225,11892451
5486,2681166,16247244
5487,2793921,9967911
5488,2862609,11324242
5489,2639757,14820985
5490,2684018,10080520
5491,2671202,9903290
5492,2732593,9941097
5493,2694533,9862366
5494,2704161,9826059
5495,2683974,9939812
5496,2774232,9965013
5497,2689174,10144973
5498,2719203,10141491
5499,2657076,10955638
5500,2699368,9883561
5501,2626165,10145758
5502,2609200,9879211
5503,2708675,10114725
5504,2684632,10002586
5505,2628022,9931398
5506,2647588,11303780
5507,2744797,9937614
5508,2685090,9967579
5509,2689949,10138925
5510,2629088,9886003
5511,2695060,9862716
5512,2687517,10223227
5513,2651654,9877583
5514,2802384,9890945
5515,2658235,12514158
5516,2662495,10154988
5517,2759229,9897450
5518,2688966,12653744
5519,2636230,10205470
5520,2667754,10115441
5521,2639379,10177008
5522,2629871,10141727
5523,2953676,10218645
5524,2689238,13903528
5525,2684598,10000917
5526,2705152,10006536
5527,2653151,10041650
5528,2644166,13558958
5529,2682111,10092204
5530,2663520,10219307
5531,2782968,9988473
5532,2680149,10151289
5533,2759372,10033444
5534,2676859,10013070
5535,2659161,10021142
5536,2737208,11926883
5537,2665319,9919856
5538,2676136,9944949
5539,2707242,9712397
5540,2676932,9805952
5541,2669389,9937543
5542,2728245,10118806
5543,2718330,9937581
5544,2646502,10172512
5545,3139804,10383668
5546,3375869,10472374
5547,2783539,10368869
5548,2681963,11198481
5549,3439389,11152795
5550,3211140,10684115
5551,2901888,10568247
5552,3009624,11225762
5553,2669544,10799778
5554,3227102,10500571
5555,2668841,11865913
5556,2717506,11905511
5557,3417534,11239004
5558,3667492,10744398
5559,2636501,11131728
5560,3192463,10537798
5561,2641775,11015815
5562,2689693,11181093
5563,3065081,10875628
5564,2650170,10820087
5565,2676355,10269800
5566,3565336,10218600
5567,2681501,10586846
5568,2627526,10192733
5569,2686121,10768812
5570,2644908,10411051
5571,2665883,10413619
5572,2714020,10002565
5573,2655266,11640293
5574,2694510,10383566
5575,2654566,10366719
5576,2677395,10170000
5577,2945553,10179159
5578,2753842,10359543
5579,2659831,11360609
5580,2669432,10449244
5581,3652650,10047184
5582,2643724,10041162
5583,2664588,9880566
5584,2654289,10092614
5585,2643521,9966673
5586,2697966,10048742
5587,2725636,10070960
5588,2716726,10365773
5589,2694940,10204091
5590,2699554,10638167
5591,2663778,10536920
5592,2658461,10406613
5593,2659942,10671773
5594,2626860,10717629
5595,2800463,10551699
5596,3630587,13000649
5597,2690546,12196419
5598,2874647,10505970
5599,2664829,10909417
5600,2718896,10367650
5601,2677737,10753629
5602,2645147,11422000
5603,2652017,10928134
5604,2736873,11078874
5605,3596268,12438552
5606,3231356,10592710
5607,3353988,10947786
5608,2676143,11609362
5609,2660348,10534435
5610,2681330,13855094
5611,2729487,9962288
5612,2674596,9988491
5613,2602710,10353181
5614,2690793,10012167
5615,2734742,10003881
5616,2667099,10495369
5617,2620089,10797158
5618,2817670,10537276
5619,2681697,11203477
5620,2627949,10119613
5621,2726815,10008831
5622,2635374,9953175
5623,2652989,10094761
5624,2624060,10343528
5625,4231449,24716183
5626,2657523,10638046
5627,2649668,10314095
5628,3524201,10272090
5629,2701030,10737605
5630,2567315,9931590
5631,2743631,10477990
5632,2688887,10115110
5633,2703397,10106317
5634,2635822,10432179
5635,2651990,10277644
5636,2691065,10075450
5637,2589047,10911487
5638,2645076,9889237
5639,2640016,10013423
5640,2658563,9949071
5641,2640949,10043730
5642,2695739,10107765
5643,2663179,10119094
5644,2584996,10085550
5645,2699801,9862780
5646,2618149,10152365
5647,2714126,10306309
5648,2696201,10904291
5649,2642306,10406173
5650,2725818,9976986
5651,2699545,10100138
5652,2615631,9986598
5653,2681918,10130191
5654,2638522,10349922
5655,2674981,9996645
5656,3035344,10048014
5657,2632471,10140871
5658,2661698,9908783
5659,2689908,10325931
5660,2702982,9837855
5661,2661004,9967884
5662,2689686,10058924
5663,2619157,10168933
5664,2730310,10195927
5665,2685382,9874278
5666,2687949,13519491
5667,2671439,10077729
5668,2636968,11299501
5669,2713099,10304650
5670,2666312,10133624
5671,2726589,9990318
5672,2671972,10149716
5673,2659651,11055484
5674,2719343,11169807
5675,2662292,10195002
5676,2697304,10079921
5677,2905944,10127711
5678,2892077,10136808
5679,2615604,10065416
5680,2659894,9872386
5681,2665446,10067553
5682,2703268,9951534
5683,2792970,9898942
5684,2616093,10082923
5685,2699988,10172257
5686,2645857,10158797
5687,2945462,10332669
5688,2797696,10305018
5689,2672909,10232540
5690,2680795,10001974
5691,2668967,11464517
5692,2684800,10046078
5693,2993641,9972476
5694,2632666,10068716
5695,2649044,10322485
5696,2621909,10190662
5697,2645788,10193387
5698,2686391,10279298
5699,2607400,9948939
5700,2696203,10256775
5701,2740315,10240741
5702,2689534,10029398
5703,2718992,9982988
5704,2664137,10175567
5705,2624072,10056226
5706,2686021,10120632
5707,2760936,9815625
5708,2656074,10161355
5709,2700329,10204402
5710,2637959,10137260
5711,2679154,10376127
5712,2624701,9882260
5713,2617143,10455528
5714,2621024,10229024
5715,2683801,11357329
5716,2639143,10156689
5717,3532562,10106004
5718,3061742,11026093
5719,2592237,10113045
5720,2735751,10196879
5721,2673986,10337584
5722,2636592,11126062
5723,2666094,9913549
5724,2688417,10012643
5725,2659372,10061829
5726,2745059,10128641
5727,2677492,10324518
5728,2676034,10936404
5729,2986750,9965028
5730,2991270,10308630
5731,2694592,10484932
5732,2655220,10025740
5733,2622351,9884324
5734,2938178,10303492
5735,2739896,10000289
5736,2669555,10010554
5737,2677829,9869257
5738,2674538,10208519
5739,2690041,10241341
5740,2674058,10399851
5741,2691220,10189749
5742,2653173,10064835
5743,2647135,9813101
5744,2663488,10511140
5745,2639384,10009329
5746,2665015,9772970
5747,2678277,10173120
5748,2674635,9778766
5749,2794523,9923465
5750,2707148,10139309
5751,2826180,12220312
5752,2703501,10618583
5753,2621025,10256761
5754,2718432,10154766
5755,2860037,11306319
5756,2662001,10411473
5757,2665053,11147352
5758,3013462,11442444
5759,2652099,10203194
5760,2698552,9924755
5761,2618150,10145357
5762,2659675,10424754
5763,2673614,10251067
5764,2708595,10202560
5765,2954670,10222951
5766,2796055,10753822
5767,2642723,10227644
5768,2646715,10195670
5769,2708110,10239409
5770,2672118,11009063
5771,2661659,10104745
5772,2659571,10276115
5773,2674550,10344913
5774,2664459,10321672
5775,2729197,10115096
5776,2727082,10160656
5777,2670990,10154443
5778,2620804,9886872
5779,2703175,10250563
5780,2661242,10108651
5781,2844281,10124892
5782,2642516,10115104
5783,2643415,10552675
5784,2747421,10587494
5785,2725588,10454871
5786,2681920,10222121
5787,2915971,10511895
5788,2657495,10601175
5789,2783209,10027136
5790,2752813,10601714
5791,2776507,10162990
5792,2814066,10055363
5793,2655284,10460837
5794,2600553,10521793
5795,2734389,10474556
5796,2646369,10251150
5797,2695987,10333318
5798,2989385,10195942
5799,2676239,10707538
5800,3381970,10575670
5801,2711655,10538923
5802,3591043,10801899
5803,2661332,10298504
5804,3057277,10768275
5805,2639348,10527599
5806,2633242,10707153
5807,2650984,10742923
5808,2684476,10457781
5809,3635703,11136773
5810,2651864,10262733
5811,2723053,11040231
5812,2678343,12141388
5813,2655262,10374984
5814,2671178,10548468
5815,2646797,10455769
5816,2762543,10353002
5817,2766636,10347346
5818,2607725,10035141
5819,2715855,10306074
5820,2680090,9850701
5821,3069846,10070950
5822,2688645,10084988
5823,2647628,10116994
5824,2650669,10079376
5825,2615272,10140007
5826,2952973,10196497
5827,2881243,10066763
5828,2738392,10061700
5829,2660064,10056306
5830,2659907,9937044
5831,2639567,9981368
5832,2639660,9890063
5833,2664657,10240979
5834,2670495,10205847
5835,2675000,9986461
5836,2618874,10131813
5837,2665725,10303870
5838,2637558,9983197
5839,2620039,10962740
5840,2659120,10005882
5841,2960388,9974808
5842,2681990,10234198
5843,2635585,9979508
5844,2620187,10359263
5845,2681312,10177024
5846,2633132,10520670
5847,2650002,10179155
5848,2667429,10924754
5849,2657683,10131327
5850,2664499,10033308
5851,2722517,10102937
5852,2650338,10073765
5853,2626118,10620727
5854,2651652,10397874
5855,2680819,10711776
5856,2632992,11071350
5857,2677923,10038615
5858,2679626,9970254
5859,2693245,10026317
5860,2649308,9934636
5861,2693229,10028309
5862,2683648,10132042
5863,2970249,10247906
5864,2653238,10220995
5865,2660184,10232000
5866,2818578,10162261
5867,2630736,10250131
5868,2662559,10159694
5869,2639033,10472343
5870,2635570,10234400
5871,2732403,9958727
5872,2823617,10286042
5873,2656501,10373553
5874,2665114,10046223
5875,2701614,10136359
5876,2683680,10003535
5877,2644574,10335486
5878,2677965,10561232
5879,2637135,10282959
5880,2721539,10591391
5881,2687079,10145662
5882,2717560,10173358
5883,2662080,10135950
5884,2698179,10276887
5885,2682141,10083521
5886,2851837,10181248
5887,2667567,10150909
5888,2689006,10006456
5889,2716319,10415322
5890,2628988,11812171
5891,2750811,10565198
5892,2741082,10044829
5893,2678638,10000231
5894,2689437,10048110
5895,2717636,10138788
5896,2614320,10182542
5897,2729537,9855822
5898,2655697,10262552
5899,2673370,9975185
5900,2671113,10156104
5901,2623909,9976072
5902,2693603,9912515
5903,2636652,10296291
5904,2612622,10241014
5905,2671952,10666709
5906,2673784,10104229
5907,2688866,10156867
5908,2656834,9981986
5909,2674496,10264426
5910,2638466,10561875
5911,2685178,10397768
5912,2673475,10197401
5913,2854948,10363367
5914,2679571,10523353
5915,2660658,10639297
5916,2645930,10352998
5917,2701458,10274423
5918,2681785,10072452
5919,2677792,10455597
5920,2641310,10558892
5921,2652519,10570880
5922,2689544,10189414
5923,2856018,10066090
5924,2748593,10417483
5925,2668312,10406467
5926,2669967,11261188
5927,2665859,11668164
5928,2688314,9965041
5929,2741564,10158500
5930,2666426,10361817
5931,2638081,10129037
5932,2704325,10508959
5933,2661037,10503140
5934,2654351,10118657
5935,2742945,10284484
5936,2681182,10328981
5937,2698302,10491516
5938,2867042,10199931
5939,2655039,10135986
5940,2709287,10145926
5941,2631622,10328558
5942,2677112,10225677
5943,2625365,11470207
5944,2722393,10087934
5945,2643311,10138844
5946,2663823,10112097
5947,2643637,9891386
5948,2629966,9727193
5949,2704850,9843785
5950,2648029,9949335
5951,2618223,9837552
5952,2665273,9918951
5953,2679924,9880874
5954,2631670,10016046
5955,2688189,9737617
5956,2777751,10191366
5957,2694637,13751736
5958,2675673,11683391
5959,2678164,9955235
5960,2663234,13674542
5961,2654939,13183631
5962,2717478,9890242
5963,2755250,11563107
5964,2729934,10277793
5965,2637194,10041542
5966,2686478,16759525
5967,2724290,12893659
5968,2625783,10003143
5969,2594603,10782394
5970,2658593,10474973
5971,2603095,11256621
5972,2648399,10165975
5973,2694544,9968812
5974,2611600,10885942
5975,2622754,10007293
5976,2644397,9854629
5977,2624384,10053782
5978,2634151,14296875
5979,2684091,9799349
5980,2690353,10092927
5981,2607027,11677857
5982,2642303,12063739
5983,2652993,10045032
5984,2843264,10292376
5985,2657353,11122682
5986,2732747,9833849
5987,2641673,10219525
5988,2679239,11460966
5989,2609966,10006679
5990,2642818,11288195
5991,2596597,15184417
5992,2689078,17744591
5993,2662188,11399228
5994,2716252,11030211
5995,2673491,10922507
5996,2689091,10807332
5997,2624964,10329217
5998,2728274,10353918
5999,2664640,10091189
6000,2656430,10068779
6001,2697681,10319300
6002,2661048,10590888
6003,2652192,10485890
6004,2635118,10031607
6005,2641235,10099871
6006,2664387,11463798
6007,2630298,10579174
6008,2678448,10344782
6009,2682228,10082245
6010,2689960,10141455
6011,2663728,10163198
6012,2739975,10215907
6013,2659827,10331911
6014,2641738,9966041
6015,2732614,10206407
6016,2674608,10281609
6017,2660846,10338590
6018,2684391,10297436
6019,2766341,10345910
6020,2747713,10014852
6021,2681638,10404039
6022,2633589,10325481
6023,2665775,10410802
6024,2668076,10030896
6025,2675558,10032848
6026,2631693,10338267
6027,2622341,10412878
6028,2713705,10699754
6029,2738665,10186085
6030,2678947,10227560
6031,2619023,10152291
6032,2676695,10390283
6033,2618531,10498467
6034,2691273,10600616
6035,2903205,10111375
6036,2599675,10317960
6037,2692808,10406286
6038,2623660,10615534
6039,2777718,10795259
6040,2689964,11284230
6041,2969438,10460215
6042,2777078,10738372
6043,2681382,10332952
6044,2661150,10578757
6045,2656093,10681223
6046,2770576,11650524
6047,2675537,10368428
6048,2702180,10458390
6049,2649518,10564254
6050,2648596,10664011
6051,2652474,10862815
6052,2660716,10437070
6053,2915842,10202709
6054,2623671,10263094
6055,2673995,10506143
6056,2632008,10841061
6057,2650517,10498771
6058,2675818,10343527
6059,2764483,10444386
6060,2668369,10308743
6061,2673543,10679254
6062,2660480,10460692
6063,2684021,10651807
6064,2851976,11997875
6065,2676551,10259704
6066,2762576,10006059
6067,2681772,9769727
6068,2674493,10202818
6069,2641468,9895310
6070,2680269,9896976
6071,2617355,9883549
6072,2651071,10143858
6073,2677592,9952799
6074,2655304,9888230
6075,2633174,9847300
6076,2631240,9939707
6077,2671485,10091062
6078,2654970,9854507
6079,2623015,9885247
6080,2607579,9778452
6081,2679578,10386996
6082,2638512,10017180
6083,2655543,9923136
6084,2662194,9804279
6085,2629231,10015012
6086,2674705,9954721
6087,2734809,10196736
6088,2717020,10090490
6089,2643135,10004287
6090,2631520,9905715
6091,2659484,10131609
6092,2638993,9932393
6093,2614052,9990421
6094,2641457,10101430
6095,2619373,10085634
6096,3055419,9957452
6097,2684899,9950902
6098,2625877,9784556
6099,2675081,10346861
6100,2668046,10381943
6101,2650165,10563398
6102,2648582,10162968
6103,2662617,10156934
6104,2600330,10142806
6105,2621177,10297872
6106,2690175,10191167
6107,2635789,10206437
6108,2686690,10266434
6109,2698427,10302612
6110,2661691,9869437
