Iteration,Payee1_ns,Bank1_ns,Payee2_ns,Bank2_ns,Payee3_ns
2166,1908226,11618055,640811,636170,452953
2167,1940289,8016142,645292,726023,457171
2168,1956010,9368485,1517191,667121,439634
2169,1920390,11731308,636640,649243,467724
2170,1920314,8101276,639015,1223635,625843
2171,2250822,8046207,648179,657461,456252
2172,1968541,8037636,648468,657401,472323
2173,1915735,8008175,661896,658342,471717
2174,1971883,7867484,640137,655174,464935
2175,1914815,7701294,633365,630105,461361
2176,1909999,7872745,662615,652792,456989
2177,1912724,8063422,653004,639828,455337
2178,1881601,7953808,670952,648035,458740
2179,1906858,8297431,663019,650012,475808
2180,1920645,7808863,652686,650214,529801
2181,1936514,7898644,638999,654106,465405
2182,1920778,8070986,664917,652314,465637
2183,1921810,7710720,635606,638103,456620
2184,1906043,7977218,644033,635449,455547
2185,1908229,8794732,665182,668889,450003
2186,2040407,7958855,653861,648127,466930
2187,1925904,7886024,623067,658144,465811
2188,1857841,7835227,673205,642111,458804
2189,1899008,7919286,669352,640441,457774
2190,1882688,7687644,631859,645509,456678
2191,1916539,7982553,637529,640177,457902
2192,1902965,7780987,640396,661724,462860
2193,1877518,7811829,649333,624983,461819
2194,1932891,8856341,659038,650000,458753
2195,1906859,7929159,660697,634590,455428
2196,1981392,8010500,671071,652479,460220
2197,1930431,8034175,630156,636767,461503
2198,1917788,7864362,661998,652172,461927
2199,1933700,7991821,654695,670719,462886
2200,1898578,7642662,630669,617274,456634
2201,1878553,7857346,635212,644880,457593
2202,1906591,7919248,642830,649909,464587
2203,1908077,8089064,627853,621796,454526
2204,1878199,8725749,630090,648021,465407
2205,1937014,9716872,719504,654971,446552
2206,2008356,7792068,668523,662481,462605
2207,1910035,11428956,651569,647761,461578
2208,1908690,10873541,628444,629402,461045
2209,1901770,7770494,642342,650771,461745
2210,1901365,7822627,623280,640805,462849
2211,1886401,8051715,652217,655758,464963
2212,1976280,7940740,643539,638255,461594
2213,1967360,8827075,639632,619687,455800
2214,1933990,8254473,633180,643835,457620
2215,2083899,8260155,625911,632857,463146
2216,1889883,7757154,653131,645107,457244
2217,1926309,7734493,646178,636411,471787
2218,2149688,7709708,648522,646711,467292
2219,1908784,7925343,642522,664337,463157
2220,1930089,8256810,650695,669807,467568
2221,1904589,7999715,632774,635248,460384
2222,1930299,7864011,633503,643226,455214
2223,1870922,7957985,639718,641929,463701
2224,1934875,7816197,644633,671414,457827
2225,1955147,7803682,664848,634510,453740
2226,1905953,7748289,669851,645611,460499
2227,1938253,8474940,661483,648131,476176
2228,1943801,7830755,642058,657532,463891
2229,1903640,7737816,630534,663160,461056
2230,1957977,7734991,624887,632861,467291
2231,1966955,7886440,664947,664074,472023
2232,1958619,7718566,637936,635125,442065
2233,1877283,7905091,640032,654059,461525
2234,1897448,7775051,666598,683549,452588
2235,2119771,8161328,643544,647633,462806
2236,1934543,7805145,621411,627891,459261
2237,1963627,10211991,668641,659795,470176
2238,1924459,8901856,656850,652064,462542
2239,1888484,8015531,630041,653928,459034
2240,1888633,8318173,644402,639867,465167
2241,2062630,7847911,1474975,725143,447242
2242,1899842,8456582,643824,643112,511384
2243,1922358,11329918,628999,644157,536570
2244,1967204,9482358,654561,658705,462895
2245,1887622,9290200,619517,661020,463536
2246,1868590,8198954,647809,636893,470292
2247,1887194,12641229,635610,662109,473561
2248,1982020,11441625,706831,670375,447881
2249,1922996,7838234,622454,702260,561750
2250,1996818,8962621,638398,627343,457327
2251,1915001,8226005,646271,649095,456568
2252,1875073,7778032,648184,645930,458746
2253,1894376,9106307,631549,644572,459933
2254,1899076,8085296,643311,647525,455542
2255,1896507,8454175,638052,635028,456149
2256,1892386,8673339,632922,639148,481768
2257,1904389,8169050,633260,625493,454440
2258,2196438,8149685,642428,639405,473705
2259,1924341,9257425,677020,650840,461218
2260,1887347,7898809,644741,640339,459089
2261,1899386,7903405,664031,666240,462755
2262,1917624,8061348,631669,640451,460536
2263,1903819,7741627,635642,659336,454216
2264,2175244,7949754,639018,669977,466770
2265,1922251,12350709,782628,633101,452687
2266,1948671,8299314,655781,650628,466056
2267,1905224,7977765,646447,654568,453223
2268,1892135,8356667,639459,627239,460325
2269,1901275,7751383,650735,643548,457639
2270,1906262,7938097,653031,672083,463563
2271,1896054,7787295,627607,628623,455147
2272,1888224,7797551,645703,646327,469872
2273,1918243,9671729,679697,657602,463966
2274,1888408,8219942,679832,655965,446857
2275,1883777,7992562,640305,662440,466071
2276,1957846,7912335,642438,649901,474350
2277,1921859,7927807,659870,662189,464009
2278,1936331,7827305,637991,651836,476648
2279,1914194,7766350,661406,696000,455026
2280,2028269,8107053,636864,634077,454200
2281,1879184,8280002,648771,628779,455593
2282,1871788,8087545,649282,648320,463550
2283,1930323,7771203,634332,636312,456614
2284,1935987,7710700,639376,649480,452808
2285,1940814,11252622,649540,649161,459545
2286,1905826,8975227,645428,634075,458736
2287,1977153,7875650,630220,639858,460238
2288,1925269,7904471,650058,662079,517927
2289,1893864,8114974,647193,649707,463220
2290,1935373,7851290,646822,655522,463062
2291,1911428,9361202,636806,638112,466177
2292,1961541,7788760,641777,634560,457098
2293,2061745,8359539,632347,645810,467515
2294,1904424,8480188,635398,631587,456906
2295,1973658,7746270,643283,643119,453312
2296,1899005,9685222,624770,636262,453865
2297,1879531,13154551,658530,650290,464883
2298,1893132,8994686,629275,636975,484667
2299,1959168,7820569,641014,739089,462404
2300,1930160,8367269,657247,706580,490145
2301,1952739,8263129,649300,647888,456296
2302,1896452,8226881,632540,648880,463772
2303,1899375,8625585,622388,632016,455952
2304,1873067,7986081,638925,639918,460219
2305,1903785,7874766,651178,653821,479284
2306,1959910,8015852,651258,661209,461328
2307,1906307,7981776,645304,633331,464280
2308,1951032,7780180,633182,645567,463337
2309,1924840,8364170,639314,628764,455372
2310,1884873,7881647,630303,628161,456923
2311,1920512,7862629,636185,651258,476689
2312,1925257,7825202,640810,657499,457722
2313,1885945,7748884,635137,634334,485478
2314,1928427,7884128,716557,708726,447998
2315,1893651,7828477,622119,635031,455815
2316,1912332,7747048,633117,628253,470241
2317,1923186,9750140,630860,660528,463488
2318,1945340,7747724,638980,639621,460175
2319,1904412,7878375,653754,636327,465829
2320,1966605,8129210,629047,653414,459053
2321,1925698,12944996,662749,642847,448393
2322,1933463,11740908,689665,632599,441074
2323,1903408,7930303,641580,640019,453199
2324,2251756,7886312,659372,662269,460502
2325,1916012,7740829,718877,659550,460112
2326,1959698,7894935,618060,628274,455317
2327,1969469,7787995,627398,642864,460871
2328,1865424,8089949,745082,735384,458905
2329,2006907,8433818,649087,634086,457189
2330,1951071,8089881,672307,641955,459332
2331,1920862,8112285,724008,695269,447043
2332,2058700,8352863,646869,638451,465880
2333,1907802,8188940,732999,691672,452322
2334,1987436,8561933,664300,669945,480534
2335,1947856,9443921,650630,644218,487983
2336,1911677,9300988,695587,697858,447976
2337,2003298,8842280,654481,648841,461665
2338,1922023,8294565,635086,654684,466663
2339,1903158,8155232,652062,645920,459813
2340,1925789,8449674,665122,659608,461866
2341,1915449,8203684,644871,654820,476835
2342,1949345,8035671,660403,640448,458190
2343,1910168,8008206,637982,643544,460042
2344,1947196,8193157,669348,653942,460158
2345,1944507,8160337,632952,627592,454757
2346,1917969,7969957,628920,697268,451172
2347,2035568,8191059,649517,632874,461544
2348,1857301,8252511,634568,648191,467968
2349,1939160,8293019,724173,694865,487588
2350,1947337,8181270,649944,646558,467777
2351,2000718,9599621,642713,629880,463137
2352,1897302,8181023,656790,660314,483634
2353,2024898,8175377,1470410,751933,447848
2354,1985172,8629955,650770,639242,505619
2355,1891781,8185301,647458,667977,441385
2356,1983748,8427957,666196,641781,457234
2357,1958772,8511828,643047,651992,476727
2358,2021594,8331784,686827,671624,471185
2359,1993779,9366840,710398,658265,458323
2360,1933780,8246806,657629,659496,483369
2361,1946658,8332634,762030,686101,448657
2362,2011570,8220388,670988,627479,460820
2363,1881002,8337254,709794,720071,504082
2364,2050556,9539349,1476027,738433,440497
2365,1937603,8345531,669861,660611,464538
2366,1926897,8066398,834744,644322,444195
2367,2054157,8271821,668751,666211,468106
2368,2188081,8295452,701199,675982,468371
2369,2002594,8191980,672001,655887,462308
2370,1999843,8422825,637336,643793,472649
2371,1943131,8106720,664324,651502,457342
2372,2040284,8115091,632591,643892,475785
2373,1885217,7932556,646088,657664,467052
2374,1937024,8315560,640240,631297,458787
2375,1940966,8022846,660933,640737,472228
2376,1983534,7932466,668091,670523,453204
2377,1975865,8110325,664943,648771,450253
2378,1978480,8964571,662040,656468,467285
2379,1932243,8160849,633702,647029,459847
2380,2030281,8053069,670365,675450,459817
2381,1947999,7973141,689964,649844,460971
2382,1922071,8065200,654257,662011,474559
2383,1944248,8065820,682485,649506,462582
2384,1911158,7841333,641488,652165,464731
2385,1954074,7826412,633901,639681,458932
2386,1880849,7937835,634416,635446,454286
2387,1907310,8067797,642688,658891,461106
2388,1863876,9315505,622985,623833,456059
2389,1908921,9680770,645914,730692,462976
2390,1926438,7844926,635148,633586,502047
2391,2163706,8467428,647162,647101,450118
2392,1919249,8731691,646555,658090,580756
2393,2209724,8362292,647934,672409,458940
2394,1927954,7937230,632389,644555,461651
2395,1930262,8120718,652359,656398,542466
2396,1940382,9158882,640155,662203,466208
2397,1927362,7769690,672695,654682,450304
2398,1906249,7845437,643274,649192,453852
2399,1922829,8005696,644887,656506,460230
2400,1919228,7747164,638421,825913,458696
2401,1994089,7943103,649376,650952,454324
2402,1995142,8565750,654990,640046,451856
2403,1945070,9248539,637978,627675,456244
2404,1910712,8206934,638531,632462,459024
2405,1919924,8122624,648452,761464,450819
2406,1971648,8191961,1494598,666313,461099
2407,2010515,8341973,633394,713851,441668
2408,1940876,8010415,674250,669117,448459
2409,1918965,7953644,667572,666035,463778
2410,1889252,8017434,638937,651121,492457
2411,1914013,7886503,672599,646061,457942
2412,1902619,7814708,694601,644707,453140
2413,1887018,7816038,623696,636532,463336
2414,1933765,8282845,660258,802521,462089
2415,2127977,8561299,658252,631473,445352
2416,1956924,8099225,643134,681296,455130
2417,1887341,8113855,645234,643468,460481
2418,1920632,8065878,632758,630207,459506
2419,2073041,8242128,678464,654270,459152
2420,1898370,8523527,637015,620590,458169
2421,1925493,8435098,640005,680919,501474
2422,2063864,8239958,648674,630598,454876
2423,1921357,7936705,642049,648956,464330
2424,1885381,8496145,638932,648681,459305
2425,2037334,7909927,633431,648251,459537
2426,1919387,8167983,655163,703837,573880
2427,2004876,8399629,670943,664479,465558
2428,1927481,7815198,638335,630081,458747
2429,1926140,7997022,665420,660504,455117
2430,2007410,7990077,621593,644857,457254
2431,1906057,7989681,637396,642418,457129
2432,1897431,7671349,628445,642094,461688
2433,1934429,7703428,658733,700921,446995
2434,1926895,7867984,654677,656262,456507
2435,1894293,8414379,635744,633982,458169
2436,1921721,7791130,636959,640089,462197
2437,1900572,7891955,643754,629533,461555
2438,1880012,7696733,635447,635090,463248
2439,1999433,7907846,638465,629415,459643
2440,1922551,9138851,642919,638397,445381
2441,1890186,7998473,637826,649910,457096
2442,1898986,9077767,635893,650872,456265
2443,1953866,7703379,636568,659343,635135
2444,2154188,8704940,630906,640986,454700
2445,1946216,7703811,632782,637158,460554
2446,1998736,7843462,634384,655357,463297
2447,1943663,10691743,883876,993023,724507
2448,1934547,8058390,643836,655257,458109
2449,1887962,8252967,667811,661182,456177
2450,1912426,8319445,663199,662672,711638
2451,2096562,8318484,642850,627065,456629
2452,1953322,8066209,651724,647515,475800
2453,1946694,8335774,650769,649258,460334
2454,1931651,8565961,643892,639321,458636
2455,1938695,8012228,658725,651478,473819
2456,1928969,8084437,630511,648054,462179
2457,1966265,8401045,655299,646931,471269
2458,1886258,8312947,639453,631305,459063
2459,1883036,8283556,648581,655963,459551
2460,1913947,7937669,732931,666419,458245
2461,1921422,8302683,648457,636152,455392
2462,1936523,8384576,648330,649423,461102
2463,1901835,9487339,1431622,663030,447526
2464,1913390,8277323,689488,665288,599815
2465,1949231,8188695,639293,639648,460513
2466,1910456,7811640,736828,646427,456245
2467,1898903,8416832,706934,646637,451009
2468,1977505,8007997,640556,636128,459967
2469,1939672,8153225,623457,628360,458101
2470,1905037,8064559,625873,638028,464553
2471,1925041,8306441,671500,656889,458231
2472,1944070,8083276,641110,646790,454065
2473,1929238,7928526,640674,672147,459057
2474,1971673,8434715,658544,648185,467220
2475,1918130,7910382,644046,641957,461772
2476,1933069,7901722,629622,630723,460584
2477,1926056,7838027,637352,624835,460286
2478,1949474,7959664,659362,668781,476956
2479,1907215,7998819,636724,647701,471625
2480,1946068,8761111,672526,670697,479749
2481,1925180,8080367,660572,654898,461580
2482,1942549,8055577,662459,649742,466825
2483,2007572,8316024,646297,663798,479592
2484,1913832,8225780,663138,630293,463416
2485,1934974,8058791,652102,676993,475615
2486,1988710,7993003,641028,636818,456473
2487,1966158,8181935,664910,657504,504776
2488,1981113,8262460,641406,630796,489648
2489,1910423,8123401,624268,634419,465632
2490,1936367,8036919,653022,644635,472314
2491,1897552,7873786,643867,645677,456668
2492,1886866,7665120,629159,639392,455864
2493,1964710,7885126,618303,625549,457480
2494,1894481,7949636,651980,645949,476969
2495,1974090,7729970,649482,649560,458999
2496,1929569,7693775,629895,638657,455374
2497,1939123,7801496,638097,646334,476294
2498,1892330,7891241,653390,647429,464830
2499,1902845,9213898,641158,653780,463347
2500,1953335,8127592,642648,634756,489007
2501,1945086,7865595,655566,662214,469948
2502,1922433,8070614,643415,631011,459371
2503,1896231,7992522,670645,663686,455384
2504,1896158,11239947,641736,643669,467397
2505,1888272,7656101,659303,643680,465025
2506,1959905,7711581,624159,642312,455171
2507,1916904,7806162,645657,657382,454391
2508,1921214,7740269,635117,634201,460102
2509,1892047,7951428,644280,661177,462609
2510,1900810,7841375,644801,650860,460765
2511,1967581,7737253,641067,657526,478646
2512,1914696,7663656,666112,663877,466000
2513,1963367,7707006,650121,658534,464007
2514,1934136,7930288,648531,642855,455867
2515,1875177,7839993,640283,646526,456798
2516,1860714,7748630,633981,626457,457553
2517,1914740,7975193,618597,642894,472335
2518,1933571,7822459,702241,814567,451909
2519,1883078,7832623,621289,638023,456190
2520,1920082,8128906,650131,655680,460709
2521,1907381,7740227,780490,676645,456622
2522,1921119,7826894,635847,644234,460531
2523,1973503,7770118,631478,626984,454343
2524,1937439,9959097,639026,643917,460131
2525,1902381,7855866,642203,660689,467721
2526,1925358,7909117,638570,629780,457824
2527,1892772,10083887,647851,641785,464137
2528,2009126,9398629,625635,631299,462013
2529,1984557,8648610,642847,641477,458672
2530,2011334,7823586,636814,643176,469212
2531,2179768,8080640,646202,632075,458142
2532,1934063,7910400,652314,661799,465456
2533,1945364,8175124,699131,663913,459471
2534,1905252,7972479,649249,642541,462884
2535,2049988,7967165,642621,627188,457371
2536,1935045,7891713,654357,634560,450130
2537,1924562,8438244,675349,659460,460992
2538,1924669,7842387,641833,644037,478758
2539,1948376,7831875,642461,640662,454521
