Iteration,Payee1_ns,Bank1_ns
7499,545128,3056782
7500,537314,3014475
7501,537212,3218580
7502,544325,3043805
7503,543089,2990569
7504,538653,3007057
7505,541619,3141252
7506,556236,3070658
7507,540034,3032939
7508,547691,3049706
7509,544473,3058477
7510,554405,3044831
7511,535343,3086653
7512,535339,3054119
7513,562253,3210949
7514,563946,3064825
7515,553827,3087386
7516,554440,3036980
7517,552966,3051946
7518,565596,3045162
7519,540616,3008427
7520,534127,3036518
7521,543564,3075455
7522,547769,3028736
7523,535794,3045786
7524,524590,3003673
7525,535612,3091107
7526,552980,3091471
7527,550516,3130975
7528,535148,3101642
7529,551941,3090005
7530,549572,3053719
7531,544063,3033330
7532,539917,2997252
7533,544908,2998742
7534,545363,3056876
7535,522665,3066156
7536,522533,3036695
7537,550380,3026559
7538,531059,3015172
7539,543504,3051120
7540,533894,3019009
7541,531185,2994882
7542,543587,3055416
7543,529038,3000920
7544,524509,3004236
7545,535985,3044276
7546,517954,2992907
7547,529409,3083652
7548,547924,3014336
7549,529831,2999546
7550,528722,3008948
7551,541863,3042450
7552,534497,3033731
7553,547614,3069860
7554,539306,3009472
7555,528076,3047235
7556,548000,3018191
7557,543940,2979387
7558,537622,3069569
7559,532140,2994423
7560,523297,3031139
7561,545219,3044481
7562,530190,3066225
7563,528569,3010800
7564,528731,2998921
7565,533546,2987322
7566,537864,3042995
7567,567136,3024538
7568,531834,3028526
7569,532098,3057417
7570,538330,3023655
7571,711341,3103820
7572,557240,3071983
7573,552672,3043571
7574,549317,3071458
7575,554859,3110686
7576,535214,3032148
7577,548917,3041168
7578,545138,3055299
7579,524251,3174976
7580,547256,3201275
7581,543903,3033397
7582,550069,3276088
7583,545284,3108800
7584,549577,3091601
7585,547800,3054892
7586,559840,2992232
7587,552972,3024301
7588,544066,3004881
7589,546732,3024261
7590,542895,3043347
7591,537731,3008313
7592,535712,3030829
7593,550196,3053090
7594,526072,3026704
7595,530230,3027000
7596,539756,3016266
7597,538871,3025957
7598,546474,3052606
7599,542408,3059552
7600,557413,3141454
7601,563100,3121973
7602,545531,3120565
7603,535079,3030123
7604,539379,3069874
7605,546978,3066354
7606,542709,3015901
7607,523356,3033975
7608,552376,3188601
7609,557066,3053191
7610,542640,3020162
7611,560022,3060191
7612,536415,3086058
7613,545713,3023016
7614,552176,3026754
7615,548248,3014512
7616,542898,3062114
7617,539394,3031366
7618,528297,3063372
7619,538607,3030558
7620,536151,3031550
7621,526013,3038643
7622,542373,3025982
7623,518779,3076822
7624,537120,3074417
7625,537365,3064416
7626,534530,3013264
7627,527482,3041872
7628,535907,3030382
7629,536718,3008691
7630,542371,3058876
7631,543344,3075135
7632,543085,3120012
7633,552179,3102848
7634,568029,3100255
7635,537067,3069484
7636,535430,3104074
7637,545576,3071858
7638,547489,3037893
7639,538177,3039861
7640,540370,3069862
7641,541402,3037505
7642,529727,3032290
7643,549885,3046295
7644,534955,3051787
7645,728537,3108274
7646,551125,3166558
7647,545314,3043260
7648,538205,3053908
7649,555980,3047506
7650,566258,3124982
7651,555125,3046905
7652,550050,3047984
7653,521578,3048906
7654,536032,3051915
7655,551932,3127006
7656,547084,3066009
7657,550859,3024869
7658,537146,3001398
7659,543109,2990368
7660,529015,3020643
7661,536103,3069040
7662,531627,3029318
7663,531452,3006262
7664,552656,3130933
7665,539329,3065039
7666,544843,3054310
7667,526894,3049819
7668,528396,3022389
7669,533611,3033457
7670,538324,3022684
7671,536222,3036594
7672,558550,3063535
7673,530222,3010722
7674,534920,3039356
7675,529086,3016040
7676,536806,3081993
7677,530214,3307178
7678,551943,3080618
7679,551935,3080949
7680,591799,3136271
7681,551921,3134545
7682,550053,3078270
7683,544833,3113929
7684,544204,3069153
7685,553342,3022255
7686,577940,3042953
7687,533144,3051987
7688,539720,3036197
7689,542841,3054902
7690,580085,3067532
7691,545361,3034864
7692,540187,3143998
7693,537586,3312706
7694,1233248,3261135
7695,563040,3108710
7696,561460,3122020
7697,541660,3292950
7698,545757,3035099
7699,543978,3050440
7700,540275,3107150
7701,559642,3311200
7702,572814,3145952
7703,552560,3088935
7704,563402,3137388
7705,551705,3146255
7706,541043,3055420
7707,545770,3064755
7708,550693,3026525
7709,532084,2988044
7710,612612,3155093
7711,541215,3041970
7712,545291,3183405
7713,558911,3074534
7714,619650,3037628
7715,549132,3305855
7716,775889,3396719
7717,549374,3141744
7718,548563,3081622
7719,536589,3003468
7720,536293,3012758
7721,543817,3064903
7722,536066,3053073
7723,531734,3020655
7724,559611,3027615
7725,527832,2989192
7726,538895,3045065
7727,542158,3034969
7728,540690,3024571
7729,549531,3037260
7730,545191,3065474
7731,548737,3072743
7732,542902,3036097
7733,537336,2985479
7734,539992,3005012
7735,538381,3030625
7736,579956,3115116
7737,548133,3029251
7738,559151,3159036
7739,558460,3071901
7740,538216,3092991
7741,551141,3065359
7742,557245,3149862
7743,561554,3144007
7744,549759,3050058
7745,552705,3135614
7746,544055,3018788
7747,549561,3023829
7748,533242,3068011
7749,545327,3008404
7750,562983,3161589
7751,557024,3125167
7752,552872,3078962
7753,539131,3071809
7754,549893,3193686
7755,567414,3041574
7756,540306,3167859
7757,561696,3061703
7758,564817,3063629
7759,536121,3077376
7760,546546,3044314
7761,549099,3041943
7762,538141,3080221
7763,549400,3038853
7764,541748,3011601
7765,533429,3081344
7766,534284,3047507
7767,523285,3052133
7768,534468,3039868
7769,530769,3035274
7770,544839,3012721
7771,542704,3060062
7772,544714,3103100
7773,525695,3080787
7774,547118,3032631
7775,530410,3036801
7776,520595,3061745
7777,535734,3002430
7778,532169,3055308
7779,663758,3089555
7780,552059,3016442
7781,544879,3033003
7782,555075,2987949
7783,525343,3170248
7784,547609,3069197
7785,549053,3024035
7786,541045,3044433
7787,528391,3179014
7788,548633,3074362
7789,552891,3059109
7790,540287,3078461
7791,548538,3268194
7792,540229,3035709
7793,543000,3037461
7794,528812,3103239
7795,536146,3113851
7796,570500,3076593
7797,540931,3100615
7798,549991,3104220
7799,539940,3149904
7800,558075,3170457
7801,546917,3064788
7802,553926,3034297
7803,526691,3030040
7804,548265,3033595
7805,542821,3072438
7806,548752,3124170
7807,565535,3161271
7808,537953,3055878
7809,523420,3125880
7810,553296,3198173
7811,548210,3055648
7812,558705,3120860
7813,531734,3032051
7814,526332,3029790
7815,551473,3197047
7816,552866,3103643
7817,555737,3230811
7818,561206,3023212
7819,547271,3094792
7820,540295,3157314
7821,577756,3072254
7822,525987,3046164
7823,544024,3302535
7824,560151,3064711
7825,546685,3021257
7826,549672,3070070
7827,517718,3091482
7828,562681,3106392
7829,562338,3087737
7830,536518,3077066
7831,527280,3159421
7832,537562,3086960
7833,526805,3054745
7834,535751,3121200
7835,552501,3075138
7836,542969,3078894
7837,577928,3149680
7838,575922,3084958
7839,538904,3117901
7840,536730,3081905
7841,536969,3063856
7842,549996,3098404
7843,555961,3038487
7844,537442,3357754
7845,558060,3041526
7846,537313,3088604
7847,550580,3023799
7848,551377,3211851
7849,553664,3054867
7850,537947,3032954
7851,533606,3085931
7852,520786,3079028
7853,533813,3056496
7854,543079,3029344
7855,535201,3048213
7856,550478,3002814
7857,541885,3007888
7858,559712,3043883
7859,547573,3150580
7860,573230,3067420
7861,538525,3022837
7862,538927,3042058
7863,520051,3039052
7864,532115,3022893
7865,529938,3052030
7866,550895,3022148
7867,540325,3081963
7868,547454,3073289
7869,570467,3064919
7870,530515,3056836
7871,549649,3078585
7872,548350,3285891
7873,572774,3034457
7874,545588,3082545
7875,538769,3004017
7876,556594,2998214
7877,538986,3029066
7878,533281,3045207
7879,556906,3069836
7880,546173,3005475
7881,534741,3015981
7882,544432,3008388
7883,539544,3069922
7884,549836,3027605
7885,536417,2975918
7886,530663,3019202
7887,546117,2968016
7888,532220,3024074
7889,538022,3095688
7890,533202,3019635
7891,529663,3042392
7892,556611,3048395
7893,535453,2992703
7894,547902,3053739
7895,549179,3114624
7896,557441,3090871
7897,542012,3120033
7898,560264,3075465
7899,536131,3081411
7900,549327,3083669
7901,529421,3144932
7902,548591,3062734
7903,565074,3052812
7904,542816,3034811
7905,528850,3057966
7906,531276,3024520
7907,537793,3073031
7908,543423,3057737
7909,534109,3020672
7910,531389,2995724
7911,528369,3006489
7912,540242,3024860
7913,541250,3035289
7914,542357,3109399
7915,557144,3083284
7916,538103,3038552
7917,536970,3060978
7918,530181,3333545
7919,557245,3078118
7920,540515,3100211
7921,520567,2992905
7922,525679,3225981
7923,549964,3113943
7924,553954,3027816
7925,541647,3042343
7926,554703,3035807
7927,543300,3000761
7928,529577,3031475
7929,535678,3073639
7930,548013,2989851
7931,531877,3081838
7932,537792,3062145
7933,547711,3002680
7934,535140,3032462
7935,522824,3090342
7936,538398,3063049
7937,540820,3010753
7938,531531,3049729
7939,551559,3098251
7940,531395,3023129
7941,531419,3019047
7942,531226,3013693
7943,546403,3041886
7944,539784,2968534
7945,534050,3019129
7946,541617,3006582
7947,560526,3042998
7948,542855,3050620
7949,541776,2996880
7950,528626,3037020
7951,531306,3004270
7952,547715,3061287
7953,552158,3061447
7954,540901,3034709
7955,541605,3191264
7956,538060,3049926
7957,540960,3053933
7958,541283,3022497
7959,542638,3035968
7960,542713,3067075
7961,537940,3025063
7962,535402,2980985
7963,538407,3073644
7964,534177,3003317
7965,533906,3013042
7966,530087,3006104
7967,539377,3049695
7968,519624,3037818
7969,528266,3027600
7970,550121,3080949
7971,536277,3050395
7972,542017,3088476
7973,528387,3019069
7974,522828,3086988
7975,541133,3056955
7976,552258,3038839
7977,530902,3067782
7978,594794,3712910
7979,550521,3164508
7980,546573,3048221
7981,542268,3009902
7982,532459,3058458
7983,544785,3143564
7984,550621,3083829
7985,540639,3078171
7986,526268,3066591
7987,552472,3032657
7988,532016,2967047
7989,534671,3050101
7990,538157,3016210
7991,543667,2992177
7992,560945,3009981
7993,531206,3007947
7994,541323,3076638
7995,535226,3052077
7996,524071,3045445
7997,528578,3044439
7998,541585,3019175
7999,546901,3025134
8000,527758,3023803
8001,532966,3034966
8002,537739,3069562
8003,551579,3039972
8004,542600,3123407
8005,558497,3000139
8006,557026,2998887
8007,544812,3018755
8008,529881,3009001
8009,538306,3072661
8010,551879,3052319
8011,541692,3016356
8012,538565,3050474
8013,538171,3011336
8014,533830,3042489
8015,532809,3051206
8016,539625,3076629
8017,558173,3190007
8018,646577,3292441
8019,535173,3165704
8020,553503,3037636
8021,546383,3052044
8022,553329,3062739
8023,643315,3797615
8024,545694,3145298
8025,541644,3075151
8026,538663,3095791
8027,575028,3471619
8028,542118,3116138
8029,561348,3108733
8030,555567,3040149
8031,552333,3025427
8032,580098,3685522
8033,674353,3251253
8034,569974,3107416
8035,543123,3044498
8036,541588,3270444
8037,619499,3166037
8038,684001,3140061
8039,568146,3114807
8040,547748,3016103
8041,551168,3244375
8042,548221,3268154
8043,550945,3058802
8044,559773,3053965
8045,530492,3018118
8046,558554,3126147
8047,574693,3197560
8048,742495,3227085
8049,569643,3141343
8050,549130,3119347
8051,545394,3077919
8052,542122,3082344
8053,553600,3046207
8054,553218,3049155
8055,548484,3150547
8056,567240,3126186
8057,569177,3124549
8058,555281,3108894
8059,563422,3103839
8060,548488,3072994
8061,553787,3037116
8062,547736,3111394
8063,568358,3138268
8064,555636,3134124
8065,547174,3190041
8066,557905,3093947
8067,585643,3113942
8068,561013,3124513
8069,535136,3107666
8070,539421,3062984
8071,693055,3091169
8072,558878,3022019
8073,572449,3109880
8074,657497,3074063
8075,555433,3224538
8076,557958,3120696
8077,562084,3146504
8078,561391,3097255
8079,548496,3104526
8080,577060,3119586
8081,592069,3732144
8082,565186,3110199
8083,547676,3142249
8084,565977,3337716
8085,551997,3098130
8086,564714,3078736
8087,542930,3091526
8088,538981,3117883
8089,539433,3061793
8090,559647,3103293
8091,538644,3079688
8092,525381,2999721
8093,564797,3025171
8094,526913,3018652
8095,545353,3075427
8096,530614,3005005
8097,535250,3014131
8098,537357,3095374
8099,557390,3037934
8100,530955,3001713
8101,544310,3059218
8102,538385,2995982
8103,539231,3112622
8104,577258,3122155
8105,551082,3009509
8106,541699,3020475
8107,547250,3022678
8108,537467,3037946
8109,536996,3028676
8110,530341,3047762
8111,547682,3056564
8112,541416,3048373
8113,535678,3010525
8114,532479,3046927
8115,528620,3021281
8116,549081,3035148
8117,528135,3036374
8118,544990,3117956
8119,533388,3085722
8120,538284,3003914
8121,533519,3062040
8122,536142,2993214
8123,534160,3040390
8124,540593,3000971
8125,525694,3019485
8126,531050,3042772
8127,539261,3019786
8128,529896,3031026
8129,540601,3038618
8130,545885,3027194
8131,538557,3002702
8132,538764,3043337
8133,533774,3038518
8134,540102,3025575
8135,560315,3028095
8136,530427,3034706
8137,538782,3055230
8138,524858,3167055
8139,548660,3088058
8140,542122,3056766
8141,524445,2996778
8142,538795,3064054
8143,548258,3068798
8144,531224,3036160
8145,542178,3058789
8146,544175,3063463
8147,532683,3012080
8148,522913,2995038
8149,537679,3011135
8150,524786,3011463
8151,534397,3017855
8152,543110,3055122
8153,561348,3092224
8154,537253,3051067
8155,527562,3044626
8156,544868,3060940
8157,534319,3049461
8158,527119,3035230
8159,516431,3024437
8160,541757,2988321
8161,526445,3000111
8162,525226,3043166
8163,569821,3246006
8164,528323,3006265
8165,543682,3084548
8166,545730,3087424
8167,537931,3075085
8168,540217,3025295
8169,527587,3020857
8170,540039,3052850
8171,534046,3026616
8172,538783,3027553
8173,532705,3010029
8174,539161,2994278
8175,523060,3170485
8176,547198,3077401
8177,543720,3048693
8178,547786,3034844
8179,543538,3072649
8180,553827,3105049
8181,553781,3022179
8182,525176,3005945
8183,525491,3149582
8184,527830,3013017
8185,534889,3091648
8186,541448,3039252
8187,546874,3013463
8188,533970,3009847
8189,534623,3043925
8190,533881,3017835
8191,563318,3199019
8192,565033,3116450
8193,531987,3063196
8194,527854,3031124
8195,531175,3041050
8196,547636,3021304
8197,629386,3002493
8198,526543,3023656
8199,563557,2992717
8200,529042,3019396
8201,534803,3094073
8202,539280,3014916
8203,544563,3036855
8204,528783,3132599
8205,555176,3006743
8206,524566,3047684
8207,595727,3049083
8208,537909,3391033
8209,587261,3139469
8210,560408,3129909
8211,545289,3050349
8212,539075,3116196
8213,549787,3060925
8214,549478,3080348
8215,544555,3021161
8216,551926,3046051
8217,551854,3077871
8218,539430,3029690
8219,534367,3017991
8220,518887,3090695
8221,568411,3055482
8222,542174,3067955
8223,532775,3036795
8224,560554,3299305
8225,550558,3052924
8226,542642,3061240
8227,547751,3000214
8228,535628,3053811
8229,530825,3016213
8230,528620,3059843
8231,532179,3032964
8232,532323,3085207
8233,532562,3084490
8234,556164,3078002
8235,545404,3010633
8236,527675,3072178
8237,832248,3087332
8238,546173,3057254
8239,535450,2989368
8240,555927,3085052
8241,573930,3114104
8242,574041,3037648
8243,542145,3043447
8244,537634,2997983
8245,528174,3141135
8246,535702,3085009
8247,559353,3040052
8248,647057,3079666
8249,535529,3128319
8250,536624,3065325
8251,539948,3092491
8252,537924,3006294
8253,538222,3050984
8254,540999,3106371
8255,528391,2983409
8256,540854,3003412
8257,553073,3086528
8258,551493,3053178
8259,546867,3032880
8260,550056,3077332
8261,532539,3057381
8262,537903,3073296
8263,532071,3016196
8264,547451,3048154
8265,516119,3111391
8266,561036,3063049
8267,548083,3058105
8268,543542,3078999
8269,536980,3215429
8270,551903,3046779
8271,552342,3047766
8272,530745,3031133
8273,537549,3056991
8274,609054,3053126
8275,547542,3012169
8276,541811,3047337
8277,550472,3029187
8278,569154,3158202
8279,557442,3027825
8280,529470,3009178
8281,518579,3039944
8282,538506,3045035
8283,539710,3012976
8284,535556,3018475
8285,539350,3050367
8286,536560,3011873
8287,531497,3015605
8288,558649,3030724
8289,538434,3067307
8290,541166,3000419
8291,541446,3111700
8292,543163,3032000
8293,525036,3074583
8294,558478,3061651
8295,541981,3078350
8296,541115,3018418
8297,550781,3019090
8298,546987,3087835
8299,535312,3076871
8300,543345,3055715
8301,543821,3050278
8302,554492,3290642
8303,567352,3103011
8304,541905,3025315
8305,546973,3038567
8306,536911,3091957
8307,562913,3564408
8308,573519,3076821
8309,545496,3079657
8310,537857,3134028
8311,552594,3035863
8312,535374,3029133
8313,541404,3078220
8314,540848,3095251
8315,537134,3034826
8316,538207,3064417
8317,548011,3085136
8318,557924,3101965
8319,555710,3003220
8320,538638,3096917
8321,548339,3049174
8322,544162,3111730
8323,534285,3119487
8324,529270,3050774
8325,580706,3083906
8326,533024,3085023
8327,536954,2998272
8328,550896,3018020
8329,542813,3033531
8330,531126,3039030
8331,595916,3052394
8332,517482,3039904
8333,542407,3028821
8334,550125,3069029
8335,546627,3098302
8336,537386,3050165
8337,537030,3252345
8338,536333,3073875
8339,535392,3074043
8340,552318,3124373
8341,536214,3224347
8342,553414,3064397
8343,546794,3106970
8344,534937,3075145
8345,536497,3142050
8346,541150,3070874
8347,541738,3019364
8348,532019,3056147
8349,536088,3045662
8350,547575,3162201
8351,563775,3198416
8352,535351,3000268
8353,544375,3081624
8354,538084,3014943
8355,532784,3036975
8356,534855,3113339
8357,552934,3036851
8358,531072,3040964
8359,553017,3022314
8360,560690,3063022
8361,545818,3051645
8362,548229,3011503
8363,554987,3022534
8364,561457,3044337
8365,536042,3041889
8366,549434,3061304
8367,543065,3195192
8368,547211,3023438
8369,546162,3044226
8370,533250,3316646
8371,564006,3109544
8372,549287,3231343
8373,565720,3042988
8374,529232,3057543
8375,544559,3143052
8376,548636,3144124
8377,534097,3056364
8378,542839,3111629
8379,556683,3047306
8380,590388,3078619
8381,541985,3179927
8382,546701,3080712
8383,548832,3135129
8384,617166,3072419
8385,531244,3025425
8386,553304,3103961
8387,535105,3126788
8388,559971,3066628
8389,558671,3079937
8390,559051,3045320
8391,542701,3079865
8392,549675,3056386
8393,539191,3041990
8394,544092,3041820
8395,542595,3098999
8396,558839,3049065
8397,531475,3052411
8398,542379,3061041
8399,550306,3037779
8400,567314,3061107
8401,550981,3012074
8402,550576,3011759
8403,540899,3113723
8404,545455,3014604
8405,527958,3006904
8406,531581,3058168
8407,546992,3047797
8408,591894,2997248
8409,534394,2990153
8410,526183,3002961
8411,532379,3027524
8412,531493,3115407
8413,542839,3076910
8414,538203,3066121
8415,534247,3035991
8416,547570,3059804
8417,546191,3019975
8418,541084,3050741
8419,539959,3040887
8420,553296,3107659
8421,539238,3038038
8422,544584,3067897
8423,546174,3049223
8424,539483,3084001
8425,555721,3064820
8426,525332,3032398
8427,534050,3039103
8428,532014,3077891
8429,535338,3010974
8430,525380,3038419
8431,536626,2988372
8432,524262,3084908
8433,554158,3077729
8434,530156,3100473
8435,552955,3103400
8436,529361,3053973
8437,682779,3074752
8438,533274,3120932
8439,550186,3110282
8440,566993,3050449
8441,535715,3003589
8442,550726,3042481
8443,548743,3050899
8444,545736,3040599
8445,571114,3068579
8446,554376,3038548
8447,543315,3065696
8448,538519,3040140
8449,552585,3036397
8450,520651,3025810
8451,541039,3183724
8452,541244,3047574
8453,543611,3059051
8454,564035,3101168
8455,539457,3014419
8456,543813,3053397
8457,533729,3039077
8458,539350,3064913
8459,543544,3040900
8460,528212,3110629
8461,531359,3090040
8462,529644,3047969
8463,543816,3042178
8464,548480,3022686
8465,539973,3073233
8466,560837,3105894
8467,565417,3045835
8468,546488,3067292
8469,543891,3095861
8470,556969,3077601
8471,525028,3016926
8472,540024,3082388
8473,532128,3050950
8474,548052,3098759
8475,589705,3028259
8476,534004,3042274
8477,543041,3253806
8478,541608,3170731
8479,534343,3037555
8480,528256,3057201
8481,546914,3215106
8482,554396,3272344
8483,539209,3095365
8484,534385,3042158
8485,547586,3022842
8486,553231,3457058
8487,531834,3014982
8488,550385,3055827
8489,538583,3011695
8490,549583,3477692
8491,564859,3078984
8492,547467,3056676
8493,543696,3003574
8494,538182,3064862
8495,538648,3018753
8496,531584,2972076
8497,544507,3026470
8498,541783,3074033
8499,564837,3004645
8500,526276,3052503
8501,546366,3009975
8502,533304,3067103
8503,560092,3196335
8504,543806,3038077
8505,532203,3042762
8506,538378,3099972
8507,542050,3150342
8508,538874,3092921
8509,541502,3000615
8510,529529,3055610
8511,530373,3069361
8512,527296,2984868
8513,528503,3074089
8514,543108,3258704
8515,548809,3062493
8516,552682,3122640
8517,546936,3077819
8518,557182,3071737
8519,536620,3067483
8520,529472,3023364
8521,539527,3013351
8522,581686,3087735
8523,535205,3147022
8524,547167,3014682
8525,550101,3107233
8526,529141,2996517
8527,529088,3076015
8528,538118,3028884
8529,547000,3022324
8530,568811,3022116
8531,532739,3031388
8532,547265,3052046
8533,550050,3027481
8534,559218,3071295
8535,548617,3007191
8536,522273,3079138
8537,539524,3094137
8538,527024,3031597
8539,526049,2999813
8540,547625,2975889
8541,534483,3033844
8542,532764,3026297
8543,524069,3028517
8544,547182,3043212
8545,531460,2986628
8546,561996,3053437
8547,531283,3039024
8548,553708,3019906
8549,549563,3100964
8550,542361,3070763
8551,546274,3097907
8552,725417,3112812
8553,582142,3098244
8554,551894,3119911
8555,535498,3055636
8556,540287,3083824
8557,553542,3041100
8558,535785,3068180
8559,523681,3049165
8560,539719,3063393
8561,543233,3099898
8562,527925,3048944
8563,542859,3068961
8564,545647,3041800
8565,532496,3079781
8566,544618,3039480
8567,541041,3023589
8568,540762,3021835
8569,529857,3063101
8570,528378,3047972
8571,535715,3042863
8572,531935,3020921
8573,528959,3053334
8574,547615,3040864
8575,537777,2995894
8576,549665,3044372
8577,538492,3002467
8578,540226,3004730
8579,548639,3029046
8580,544576,3101303
8581,580631,3119856
8582,556960,3053000
8583,567239,3085567
8584,546402,3133468
8585,549591,3097719
8586,556973,3094912
8587,534921,3058209
8588,538811,3083173
8589,564591,3083141
8590,543623,3114317
8591,558399,3088938
8592,541858,3109432
8593,550460,3116989
8594,544267,3129585
8595,548790,3109050
8596,557642,3154566
8597,579310,3132858
8598,560073,3075416
8599,543680,3089569
8600,576234,3108722
8601,552755,3091290
8602,547442,3117142
8603,534483,3056308
8604,552569,3129085
8605,546474,3110840
8606,531894,3002027
8607,523443,3027519
8608,548379,3021757
8609,542499,3056057
8610,537870,3079696
8611,541232,3111618
8612,560659,3016014
8613,522120,3019495
8614,541277,3076733
8615,529656,2978617
8616,531877,3039814
8617,526494,3063922
8618,548050,3029693
8619,530598,3032223
8620,555558,3053798
8621,523991,3051382
8622,526469,3040967
8623,530231,3026303
8624,523134,3014017
8625,536133,3095686
8626,534333,3003567
8627,536460,3028566
8628,529956,3056960
8629,542551,3023949
8630,537790,3009164
8631,532384,3023883
8632,550743,2999820
8633,545053,3139995
8634,561502,3054577
8635,528284,3058947
8636,541343,3109991
8637,551631,3073125
8638,546212,3051310
8639,542055,3051980
8640,529576,3057200
8641,531844,3014480
8642,532558,3058880
8643,552136,3016999
8644,531442,3073041
8645,547818,3166895
8646,533646,3065322
8647,535285,3028548
8648,536982,3067961
8649,530303,3047851
8650,551282,3140127
8651,567949,3089842
8652,558406,3078779
8653,533007,3086992
8654,537318,3321586
8655,554457,3057429
8656,555263,3087213
8657,544924,3060733
8658,538888,2999184
8659,554745,3094187
8660,565559,3088720
8661,527580,2983358
8662,534701,3097721
8663,519789,3048730
8664,536604,3062011
8665,542897,2980138
8666,568043,3177121
8667,542238,3098427
8668,550133,3053814
8669,561921,3102338
8670,554812,3173631
8671,568895,3060432
8672,558632,3032385
8673,536795,3041771
8674,538479,3126366
8675,548755,3095331
8676,538227,3031629
8677,536263,3022308
8678,540162,3073961
8679,608347,3167337
8680,582259,3063911
8681,537404,3052477
8682,538815,3027444
8683,528079,3120251
8684,552198,3101857
8685,549091,3025280
8686,558524,2995792
8687,539382,3107941
8688,577318,3086996
8689,540578,3089214
8690,545394,3090946
8691,538765,2997554
8692,533814,3010902
8693,535957,3044796
8694,523195,3023548
8695,524384,3033652
8696,570295,3101884
8697,544484,2993589
8698,510188,3009820
8699,519434,3064368
8700,553109,3025028
8701,532117,3027982
8702,544450,3038006
8703,522332,3221204
8704,551655,3101556
8705,546493,3037095
8706,539101,3056108
8707,529324,3092987
8708,559459,3099476
8709,541261,3033140
8710,539307,3030167
8711,531322,3034411
8712,563310,3111827
8713,560745,3069210
8714,544356,3174538
8715,540697,3010618
8716,538921,3075626
8717,524334,3073746
8718,529989,3042700
8719,707635,3087590
8720,539466,3112182
8721,540821,3024079
8722,527630,3000106
8723,541495,3074362
8724,533498,3043800
8725,542476,3076943
8726,534828,3000338
8727,528945,3042189
8728,545455,3004570
8729,532484,3033100
8730,528065,3018998
8731,519454,2969900
8732,519179,3028232
8733,537722,3015491
8734,529036,3015033
8735,534425,3074561
8736,546240,2996713
8737,526036,3003636
8738,531258,3028541
8739,538005,3031940
8740,546754,3049043
8741,557498,3079268
8742,547839,3064789
8743,531114,3066522
8744,533070,3008587
8745,546233,3174600
8746,560675,3058889
8747,539741,2979207
8748,524437,2993406
8749,544114,3179655
8750,549373,3054712
8751,527418,3048512
8752,526866,3041518
8753,529045,3213874
8754,588913,3035029
8755,541162,3066494
8756,539928,3075893
8757,539249,3170508
8758,561749,3144252
8759,523828,3036727
8760,533289,3002532
8761,526497,3044041
8762,528749,3094340
8763,536799,3125850
8764,538675,3049712
8765,555762,3134629
8766,552131,3237050
8767,545444,3049514
8768,544512,3005764
8769,532131,3047549
8770,662647,3079650
8771,545835,3033763
8772,538470,3044968
8773,548387,3043992
8774,537955,3066040
8775,551368,3003947
8776,531472,3061504
8777,533449,3044303
8778,547663,3045743
8779,535791,3043207
8780,531517,3061799
8781,561150,3045013
8782,543142,3017791
8783,539216,3050970
8784,530581,3077464
8785,539667,3081604
8786,555709,3037365
8787,524081,3028111
8788,542628,3039968
8789,534212,3112489
8790,551798,3134232
8791,537728,3018755
8792,524388,3012824
8793,524760,3053152
8794,544069,3053571
8795,537750,3089642
8796,553581,3046657
8797,542455,2998497
8798,539854,3133043
8799,553936,3086143
8800,535342,3072649
8801,557272,3067004
8802,544659,3028240
8803,548697,3041240
8804,550655,3056523
8805,567098,3090865
8806,542649,3020379
8807,574499,3011098
8808,541949,3086396
8809,554038,3019988
8810,557411,3022653
8811,553168,3036265
8812,534187,3031891
8813,529085,3038855
8814,547212,3115352
8815,527186,3307499
8816,572665,3117443
8817,549481,3106669
8818,553205,3099527
8819,546245,3113338
8820,546786,3079645
8821,554247,3078774
8822,543970,3066669
8823,542574,3154884
8824,573007,3117916
8825,549667,3029066
8826,531328,3021031
8827,540481,3081286
8828,535595,3065221
8829,549855,3011293
8830,576405,3219785
8831,548273,3128013
8832,544898,3063374
8833,538463,3054210
8834,537451,3127122
8835,556239,3090876
8836,536542,3053895
8837,549002,3072054
8838,540525,3097539
8839,531384,3143776
8840,544175,3158519
8841,553347,3097813
8842,547504,3083818
8843,546465,3107994
8844,545175,3053273
8845,538606,3071918
8846,546993,3110991
8847,547060,3072947
8848,574592,3065668
8849,547106,3049806
8850,552609,3099204
8851,528508,3047625
8852,578742,3060630
8853,539656,3063500
8854,558547,3048805
8855,541696,3018717
8856,544038,3091375
8857,533737,3086580
8858,535295,3043961
8859,542024,3051041
8860,556597,3068869
8861,532660,3080564
8862,572130,3127954
8863,542773,3053391
8864,549208,3099754
8865,553180,3050200
8866,532584,3074877
8867,542631,3034666
8868,534161,3092695
8869,531681,3147643
8870,536517,3064099
8871,544820,3119620
8872,543417,3073606
8873,566149,3138987
8874,554011,3065479
8875,555450,3079918
8876,555916,3097618
8877,541286,3037312
8878,525536,3036866
8879,526355,3048350
8880,543745,3057002
8881,547485,3069178
8882,548975,3378656
8883,566590,3248321
8884,604653,3469703
8885,567873,3089529
8886,546639,3068644
8887,618698,3229397
8888,560380,3348070
8889,549506,3121425
8890,545188,3070872
8891,542517,3115910
8892,539584,3275934
8893,565562,3086618
8894,691674,3105789
8895,564229,3083606
